Time,Surface Displacement (mm),Rainfall (mm),Pore Water Pressure (kPa),Microseismic Event Count,Blasting Point Distance (m),Maximum Charge per Segment (kg),Serial,t_hour,displacement,rainfall,pore,micro,blast_dist,blast_charge,displacement_raw,blast_flag,stage,Predicted_Displacement,Rate_Observed,Rate_Predicted,Residual
2023-05-02 00:00:00,0.526,0.0,30.01,3,,,44,7.333333333333333,0.574,0.0,30.01,3.0,0.0,0.0,0.526,0,1,0.5832087731280187,0.006031709709055033,0.006899676909398093,-0.00920877312801871
2023-05-02 00:10:00,0.757,0.0,29.71,1,,,45,7.5,0.574,0.0,29.71,1.0,0.0,0.0,0.757,0,1,0.5899594331760186,0.007158385093167685,0.006750660048000004,-0.015959433176018667
2023-05-02 00:20:00,0.5,0.0,29.79,0,,,46,7.666666666666666,0.585,0.0,29.79,0.0,0.0,0.0,0.5,0,1,0.5967498310537248,0.006858287021902498,0.00679039787770616,-0.011749831053724846
2023-05-02 00:30:00,0.389,0.0,29.86,0,,,47,7.833333333333333,0.617,0.0,29.86,0.0,0.0,0.0,0.389,0,1,0.6035749995324239,0.006144164759725235,0.006825168478699047,0.01342500046757611
2023-05-02 00:40:00,0.585,0.0,30.23,0,,,48,8.0,0.585,0.0,30.23,0.0,0.0,0.0,0.585,0,1,0.610583955473514,0.0051078783916311266,0.0070089559410900235,-0.025583955473513997
2023-05-02 00:50:00,0.693,0.0,30.3,2,,,49,8.166666666666666,0.617,0.0,30.3,2.0,0.0,0.0,0.693,0,1,0.6176276820155969,0.005500490356325438,0.007043726542082911,-0.0006276820155969309
2023-05-02 01:00:00,0.617,0.0,30.51,0,,,50,8.333333333333332,0.617,0.0,30.51,0.0,0.0,0.0,0.617,0,1,0.6248922890217224,0.0065202680614578346,0.0072646070061255594,-0.007892289021722454
2023-05-02 01:10:00,0.657,0.0,30.49,1,,,51,8.5,0.621,0.0,30.49,1.0,0.0,0.0,0.657,0,1,0.6322635302314854,0.005298463550179711,0.007371241209763003,-0.011263530231485408
2023-05-02 01:20:00,0.335,0.0,30.44,0,,,52,8.666666666666666,0.624,0.0,30.44,0.0,0.0,0.0,0.335,0,1,0.639493366636618,0.003947531873161159,0.00722983640513267,-0.015493366636618044
2023-05-02 01:30:00,0.678,0.0,30.39,1,,,53,8.833333333333332,0.624,0.0,30.39,1.0,0.0,0.0,0.678,0,1,0.6466983668981844,0.001273455377574284,0.00720500026156632,-0.022698366898184386
2023-05-02 01:40:00,0.658,0.0,29.98,0,,,54,9.0,0.624,0.0,29.98,0.0,0.0,0.0,0.658,0,1,0.6536997107825067,0.0,0.007001343884322267,-0.02969971078250666
2023-05-02 01:50:00,0.621,0.0,30.09,0,,,55,9.166666666666666,0.624,0.0,30.09,0.0,0.0,0.0,0.621,0,1,0.6607556941826749,0.0,0.007055983400168232,-0.03675569418267488
2023-05-02 02:00:00,0.624,0.0,30.02,0,,,56,9.333333333333332,0.621,0.0,30.02,0.0,0.0,0.0,0.624,0,1,0.6678934756429142,0.0,0.0071377814602393294,-0.04689347564291424
2023-05-02 02:10:00,0.553,0.0,30.19,0,,,57,9.5,0.621,0.0,30.19,0.0,0.0,0.0,0.553,0,1,0.6749991313302152,0.0,0.007105655687300929,-0.05399913133021517
2023-05-02 02:20:00,0.637,0.0,29.94,0,,,58,9.666666666666666,0.621,0.0,29.94,0.0,0.0,0.0,0.637,0,1,0.6817474689775563,0.0,0.006748337647341221,-0.06074746897755634
2023-05-02 02:30:00,0.611,0.0,29.7,1,,,59,9.833333333333332,0.621,0.0,29.7,1.0,0.0,0.0,0.611,0,1,0.6882600244747151,0.0,0.0065125554971587635,-0.06726002447471513
2023-05-02 02:40:00,0.594,0.0,29.79,0,,,60,10.0,0.611,0.0,29.79,0.0,0.0,0.0,0.594,0,1,0.6945841477081653,0.003549852893102168,0.006324123233450222,-0.08358414770816536
2023-05-02 02:50:00,0.469,0.0,29.74,0,,,61,10.166666666666666,0.594,0.0,29.74,0.0,0.0,0.0,0.469,0,1,0.7008834347980493,0.006043478260869428,0.006299287089883873,-0.10688343479804929
2023-05-02 03:00:00,0.646,0.0,29.58,1,,,62,10.333333333333332,0.611,0.0,29.58,1.0,0.0,0.0,0.646,0,1,0.7071032462285208,0.0069130434782608274,0.006219811430471559,-0.09610324622852084
2023-05-02 03:10:00,0.779,0.0,29.23,1,,,63,10.5,0.594,0.0,29.23,1.0,0.0,0.0,0.779,0,1,0.713149204654028,0.007592350441320506,0.006045958425507123,-0.11914920465402801
2023-05-02 03:20:00,0.583,0.0,29.34,0,,,64,10.666666666666666,0.594,0.0,29.34,0.0,0.0,0.0,0.583,0,1,0.719133233934317,0.00763484798953884,0.0059840292802891045,-0.12513323393431708
2023-05-02 03:30:00,0.531,0.0,29.24,0,,,65,10.833333333333332,0.646,0.0,29.24,0.0,0.0,0.0,0.531,0,1,0.7249510222664095,0.007353710362863475,0.005817788332092424,-0.07895102226640949
2023-05-02 03:40:00,0.772,0.0,29.31,0,,,66,11.0,0.667,0.0,29.31,0.0,0.0,0.0,0.772,0,1,0.7308035811994948,0.0069789146779992706,0.005852558933085311,-0.06380358119949481
2023-05-02 03:50:00,0.583,0.0,29.44,1,,,67,11.166666666666666,0.709,0.0,29.44,1.0,0.0,0.0,0.583,0,1,0.7367207141058527,0.006455867930696302,0.005917132906357816,-0.02772071410585275
2023-05-02 04:00:00,0.667,0.0,29.64,0,,,68,11.333333333333332,0.667,0.0,29.64,0.0,0.0,0.0,0.667,0,1,0.7427371915864759,0.0056529911735860305,0.006016477480623209,-0.07573719158647585
2023-05-02 04:10:00,0.829,0.0,29.52,0,,,69,11.5,0.709,0.0,29.52,0.0,0.0,0.0,0.829,0,1,0.7485774936614759,0.004633050016345119,0.005840302074999988,-0.03957749366147589
2023-05-02 04:20:00,0.735,0.0,29.29,1,,,70,11.666666666666666,0.709,0.0,29.29,1.0,0.0,0.0,0.735,0,1,0.7543035494760706,0.0029964040536122893,0.0057260558145947865,-0.045303549476070626
2023-05-02 04:30:00,0.709,0.0,29.21,0,,,71,11.833333333333332,0.667,0.0,29.21,0.0,0.0,0.0,0.709,0,1,0.7598732987998953,0.00036972866949980254,0.0055697493238246465,-0.09287329879989525
2023-05-02 04:40:00,0.659,0.0,29.08,2,,,72,12.0,0.667,0.0,29.08,2.0,0.0,0.0,0.659,0,1,0.7653784741504475,0.0,0.00550517535055214,-0.09837847415044743
2023-05-02 04:50:00,0.745,0.0,29.23,0,,,73,12.166666666666666,0.659,0.0,29.23,0.0,0.0,0.0,0.745,0,1,0.7710747265927627,0.0,0.005696252442315171,-0.11207472659276263
2023-05-02 05:00:00,0.634,0.0,29.42,0,,,74,12.333333333333332,0.654,0.0,29.42,0.0,0.0,0.0,0.634,0,1,0.776748787719566,0.0,0.0056740611268033085,-0.12274878771956599
2023-05-02 05:10:00,0.587,0.0,28.65,0,,,75,12.5,0.654,0.0,28.65,0.0,0.0,0.0,0.587,0,1,0.7820403722354475,0.0,0.005291584515881546,-0.1280403722354475
2023-05-02 05:20:00,0.646,0.0,28.8,3,,,76,12.666666666666666,0.654,0.0,28.8,3.0,0.0,0.0,0.646,0,1,0.7871733278599001,0.0,0.005132955624452623,-0.1331733278599001
2023-05-02 05:30:00,0.654,0.0,28.81,1,,,77,12.833333333333332,0.649,0.0,28.81,1.0,0.0,0.0,0.654,0,1,0.79242781937413,0.0,0.005254491514229877,-0.14342781937412996
2023-05-02 05:40:00,0.649,0.0,28.96,0,,,78,13.0,0.646,0.0,28.96,0.0,0.0,0.0,0.649,0,1,0.7975236819969309,0.0,0.005095862622800952,-0.1515236819969309
2023-05-02 05:50:00,0.792,0.0,28.27,0,,,79,13.166666666666666,0.646,0.0,28.27,0.0,0.0,0.0,0.792,0,1,0.8021602371774523,0.0,0.004636555180521364,-0.1561602371774523
2023-05-02 06:00:00,0.735,0.0,28.0,0,,,80,13.333333333333332,0.646,0.0,28.0,0.0,0.0,0.0,0.735,0,1,0.8068958145048434,0.00047842432167388704,0.004735577327391053,-0.16089581450484336
2023-05-02 06:10:00,0.261,0.0,27.88,0,,,81,13.5,0.649,0.0,27.88,0.0,0.0,0.0,0.261,0,1,0.8112220791044833,0.0062508989865967535,0.004326264599639864,-0.16222207910448327
2023-05-02 06:20:00,0.532,0.0,27.89,0,,,82,13.666666666666666,0.649,0.0,27.89,0.0,0.0,0.0,0.532,0,1,0.8155533109328365,0.00863435763321313,0.004331231828353134,-0.16655331093283643
2023-05-02 06:30:00,0.215,0.0,28.0,1,,,83,13.833333333333332,0.654,0.0,28.0,1.0,0.0,0.0,0.215,0,1,0.8200557509380996,0.005710526315789222,0.004502440005263084,-0.16605575093809954
2023-05-02 06:40:00,0.546,0.0,27.67,0,,,84,14.0,0.546,0.0,27.67,0.0,0.0,0.0,0.546,0,1,0.8246274097179527,0.0027866949983654243,0.004571658779853157,-0.27862740971795263
2023-05-02 06:50:00,0.654,0.0,27.78,1,,,85,14.166666666666666,0.546,0.0,27.78,1.0,0.0,0.0,0.654,0,1,0.8294868453357798,0.0005938215102975208,0.004859435617827091,-0.2834868453357797
2023-05-02 07:00:00,0.825,0.0,27.65,1,,,86,14.333333333333332,0.654,0.0,27.65,1.0,0.0,0.0,0.825,0,1,0.8341651383192704,0.0,0.004678292983490601,-0.1801651383192704
2023-05-02 07:10:00,0.705,0.0,27.5,0,,,87,14.5,0.705,0.0,27.5,0.0,0.0,0.0,0.705,0,1,0.838768922872062,0.0,0.004603784552791557,-0.133768922872062
2023-05-02 07:20:00,0.457,0.0,27.31,1,,,88,14.666666666666666,0.705,0.0,27.31,1.0,0.0,0.0,0.457,0,1,0.8431617614182374,0.0,0.004392838546175449,-0.13816176141823744
2023-05-02 07:30:00,0.825,0.0,26.94,1,,,89,14.833333333333332,0.705,0.0,26.94,1.0,0.0,0.0,0.825,0,1,0.8473708125020218,0.0,0.004209051083784474,-0.14237081250202188
2023-05-02 07:40:00,0.75,0.0,26.78,0,,,90,15.0,0.705,0.0,26.78,0.0,0.0,0.0,0.75,0,1,0.851733525248522,0.0,0.004362712746500129,-0.146733525248522
2023-05-02 07:50:00,0.916,0.0,26.84,1,,,91,15.166666666666666,0.696,0.0,26.84,1.0,0.0,0.0,0.916,0,1,0.8563591786894297,0.0,0.004625653440907717,-0.16035917868942973
2023-05-02 08:00:00,0.552,0.0,27.18,0,,,92,15.333333333333332,0.552,0.0,27.18,0.0,0.0,0.0,0.552,0,1,0.8611537179065886,0.0,0.004794539217158884,-0.3091537179065885
2023-05-02 08:10:00,0.493,0.0,26.95,2,,,93,15.5,0.552,0.0,26.95,2.0,0.0,0.0,0.493,0,1,0.8658340108633422,0.0,0.0046802929567536814,-0.31383401086334217
2023-05-02 08:20:00,0.696,0.0,26.91,0,,,94,15.666666666666666,0.552,0.0,26.91,0.0,0.0,0.0,0.696,0,1,0.8704944349052428,0.0,0.0046604240419006035,-0.31849443490524276
2023-05-02 08:30:00,0.43,0.0,27.07,0,,,95,15.833333333333332,0.552,0.0,27.07,0.0,0.0,0.0,0.43,0,1,0.8752343346065558,0.0,0.004739899701312918,-0.3232343346065557
2023-05-02 08:40:00,0.539,0.0,26.85,0,,,96,16.0,0.543,0.0,26.85,0.0,0.0,0.0,0.539,0,1,0.8797483866151128,0.0,0.0045140520085570025,-0.33674838661511275
2023-05-02 08:50:00,0.543,0.0,26.63,0,,,97,16.166666666666664,0.543,0.0,26.63,0.0,0.0,0.0,0.543,0,1,0.8842945643966081,0.0,0.0045461777814954024,-0.3412945643966081
2023-05-02 09:00:00,0.677,0.0,26.19,0,,,98,16.333333333333332,0.592,0.0,26.19,0.0,0.0,0.0,0.677,0,1,0.8889573108391675,0.002909447531873277,0.004662746442559386,-0.29695731083916754
2023-05-02 09:10:00,0.984,0.0,25.85,0,,,99,16.5,0.592,0.0,25.85,0.0,0.0,0.0,0.984,0,1,0.8935034886206629,0.007645145472376824,0.004546177781495402,-0.3015034886206629
2023-05-02 09:20:00,0.534,0.0,25.67,0,,,100,16.666666666666664,0.592,0.0,25.67,0.0,0.0,0.0,0.534,0,1,0.8980496664021582,0.013731284733573212,0.004546177781495402,-0.30604966640215825
2023-05-02 09:30:00,0.667,0.0,26.1,0,,,101,16.833333333333332,0.667,0.0,26.1,0.0,0.0,0.0,0.667,0,1,0.9025958441836536,0.019569794050343148,0.004546177781495402,-0.23559584418365354
2023-05-02 09:40:00,0.592,0.0,25.96,1,,,102,17.0,0.677,0.0,25.96,1.0,0.0,0.0,0.592,0,1,0.907258590626213,0.017643510951291075,0.004662746442559386,-0.2302585906262129
2023-05-02 09:50:00,0.734,0.0,25.94,0,,,103,17.166666666666664,0.667,0.0,25.94,0.0,0.0,0.0,0.734,0,1,0.9119213370687723,0.012796992481202862,0.004662746442559386,-0.24492133706877228
2023-05-02 10:00:00,0.433,0.0,25.93,1,,,104,17.333333333333332,0.592,0.0,25.93,1.0,0.0,0.0,0.433,0,1,0.9165840835113317,0.010916639424648544,0.004662746442559386,-0.3245840835113317
2023-05-02 10:10:00,0.706,0.0,26.36,0,,,105,17.5,0.653,0.0,26.36,0.0,0.0,0.0,0.706,0,1,0.9212468299538911,0.012214449166394081,0.004662746442559386,-0.26824682995389104
2023-05-02 10:20:00,0.738,0.0,26.42,0,,,106,17.666666666666664,0.653,0.0,26.42,0.0,0.0,0.0,0.738,0,1,0.9260261450575145,0.014058188950637152,0.00477931510362337,-0.27302614505751444
2023-05-02 10:30:00,0.584,0.0,26.19,1,,,107,17.833333333333332,0.706,0.0,26.19,1.0,0.0,0.0,0.584,0,1,0.9306888915000738,0.012812030075187664,0.004662746442559386,-0.22468889150007387
2023-05-02 10:40:00,0.519,0.0,26.16,2,,,108,18.0,0.706,0.0,26.16,2.0,0.0,0.0,0.519,0,1,0.9353516379426332,0.012878064727034733,0.004662746442559386,-0.22935163794263325
2023-05-02 10:50:00,0.653,0.0,25.94,0,,,109,18.166666666666664,0.729,0.0,25.94,0.0,0.0,0.0,0.653,0,1,0.9397812470630647,0.009653644982020038,0.004429609120431418,-0.21078124706306467
2023-05-02 11:00:00,0.729,0.0,25.85,0,,,110,18.333333333333332,0.738,0.0,25.85,0.0,0.0,0.0,0.729,0,1,0.9442108561834961,0.005875286041189753,0.004429609120431418,-0.2062108561834961
2023-05-02 11:10:00,0.899,0.0,26.04,0,,,111,18.5,0.729,0.0,26.04,0.0,0.0,0.0,0.899,0,1,0.9486404653039275,0.008559169663288624,0.004429609120431418,-0.21964046530392756
2023-05-02 11:20:00,0.848,0.0,25.98,1,,,112,18.666666666666664,0.729,0.0,25.98,1.0,0.0,0.0,0.848,0,1,0.953070074424359,0.014063909774435945,0.004429609120431418,-0.224070074424359
2023-05-02 11:30:00,0.776,0.0,26.16,0,,,113,18.833333333333332,0.751,0.0,26.16,0.0,0.0,0.0,0.776,0,1,0.9573831148837264,0.015675220660346267,0.004313040459367433,-0.2063831148837264
2023-05-02 11:40:00,0.841,0.0,26.37,0,,,114,19.0,0.776,0.0,26.37,0.0,0.0,0.0,0.841,0,1,0.9615795866820298,0.010276397515527669,0.004196471798303448,-0.18557958668202978
2023-05-02 11:50:00,0.709,0.0,26.74,2,,,115,19.166666666666664,0.84,0.0,26.74,2.0,0.0,0.0,0.709,0,1,0.9659224305136769,0.006149395227198151,0.00434284383164705,-0.1259224305136769
2023-05-02 12:00:00,0.665,0.0,26.68,0,,,116,19.333333333333332,0.776,0.0,26.68,0.0,0.0,0.0,0.665,0,1,0.9702354709730443,0.004055410264792225,0.004313040459367433,-0.19423547097304428
2023-05-02 12:10:00,0.751,13.3,36.19,1,,,117,19.5,0.776,13.3,36.19,1.0,0.0,0.0,0.751,0,1,0.9792723459387311,0.0025934946060802155,0.009036874965686836,-0.2032723459387311
2023-05-02 12:20:00,0.906,0.0,36.17,1,,,118,19.666666666666664,0.751,0.0,36.17,1.0,0.0,0.0,0.906,0,1,0.9884158551080554,0.0026528277214775686,0.009143509169324285,-0.2374158551080554
2023-05-02 12:30:00,0.84,0.0,36.22,2,,,119,19.833333333333332,0.751,0.0,36.22,2.0,0.0,0.0,0.84,0,1,0.99770076908201,0.001303367113435816,0.009284913973954614,-0.24670076908201
2023-05-02 12:40:00,0.53,0.0,36.38,2,,,120,20.0,0.837,0.0,36.38,2.0,0.0,0.0,0.53,0,1,1.007181727376441,0.0008707093821510026,0.009480958294430915,-0.170181727376441
2023-05-02 12:50:00,0.837,0.0,35.8,1,,,121,20.166666666666664,0.837,0.0,35.8,1.0,0.0,0.0,0.837,0,1,1.0163745864055023,0.0,0.009192859029061275,-0.1793745864055023
2023-05-02 13:00:00,0.471,0.0,35.71,0,,,122,20.333333333333332,0.837,0.0,35.71,0.0,0.0,0.0,0.471,0,1,1.0254061717150802,0.0,0.009031585309577865,-0.18840617171508023
2023-05-02 13:10:00,0.877,1.6,36.75,0,,,123,20.5,0.774,1.6,36.75,0.0,0.0,0.0,0.877,0,1,1.0348377801497741,6.456358287015851e-05,0.00943160843469392,-0.2608377801497741
2023-05-02 13:20:00,0.96,0.0,36.71,0,,,124,20.666666666666664,0.774,0.0,36.71,0.0,0.0,0.0,0.96,0,1,1.0442495196696149,0.0015758417783588996,0.009411739519840843,-0.27024951966961486
2023-05-02 13:30:00,0.774,0.0,36.48,3,,,125,20.833333333333332,0.774,0.0,36.48,3.0,0.0,0.0,0.774,0,1,1.0535470129290505,0.003414351095129109,0.00929749325943564,-0.2795470129290505
2023-05-02 13:40:00,0.77,0.0,36.43,2,,,126,21.0,0.774,0.0,36.43,2.0,0.0,0.0,0.77,0,1,1.0629362387059837,0.002731121281464577,0.009389225776933277,-0.28893623870598373
2023-05-02 13:50:00,0.605,0.0,36.7,0,,,127,21.166666666666664,0.796,0.0,36.7,0.0,0.0,0.0,0.605,0,1,1.0726927169803033,0.0038762667538411177,0.009756478274319528,-0.2766927169803033
2023-05-02 14:00:00,0.9,0.0,36.74,0,,,128,21.333333333333332,0.796,0.0,36.74,0.0,0.0,0.0,0.9,0,1,1.0824690641694759,0.004317587446877824,0.009776347189172606,-0.2864690641694758
2023-05-02 14:10:00,0.774,0.0,36.43,0,,,129,21.5,0.796,0.0,36.43,0.0,0.0,0.0,0.774,0,1,1.0920914272685371,0.0,0.009622363099061247,-0.2960914272685371
