SerialNo,Displacement_mm,Velocity_mm_min_raw,Acceleration_mm_min2_raw
74,94.230861336736,0.0298874706789788,8.4381794566378e-05
75,95.2126551491207,0.0449232893201004,8.21456136911643e-05
76,96.5144281849263,0.0551169015027119,7.9918952583167e-05
77,97.5716280409851,0.0604901380039582,7.7766408530888e-05
78,98.3328628144918,0.0596803138618762,7.55576879369132e-05
79,98.8859342586458,0.0527193550896754,7.32975761502071e-05
80,99.3407385114412,0.0402556373680694,7.08266503434563e-05
81,99.6002383500885,0.0237845244121681,6.82732163982389e-05
82,99.5638264156128,0.00482587544351896,6.60450059852525e-05
83,99.2766041028218,-0.016000464675655,6.46995011353111e-05
84,98.9436585190442,-0.0381065403623358,6.36780597500854e-05
85,98.5628861204449,-0.0576320208567396,6.26267110278677e-05
86,98.0131164302771,-0.0734161431560416,6.14062466951114e-05
87,97.299631805682,-0.0843918065805715,5.98078831527407e-05
88,96.3440352872353,-0.089758629949728,5.77599968567712e-05
89,95.2007144626584,-0.0891702387634792,5.54825526625536e-05
90,94.1417866160496,-0.0839051554529681,5.32455486811402e-05
91,93.2110273925886,-0.0728517948098601,5.11177456360138e-05
92,92.4029534034153,-0.0558883842655925,4.92673377206173e-05
93,91.7777159849657,-0.0341300522197321,4.74374547266876e-05
94,91.1240117135889,-0.00905195030958818,4.51800961532936e-05
95,90.5743561021198,0.0176888525873608,4.350208305608e-05
96,90.7535332936798,0.0442710018791534,4.14467123102491e-05
97,91.6116041028922,0.0696186065923734,3.92240109120946e-05
98,92.6195057685793,0.089683566976606,3.71457056960896e-05
99,93.7924721529028,0.102390836634422,3.64127510508599e-05
100,95.2318152936567,0.106986214466284,3.69009089172011e-05
101,96.7512999200734,0.102832412065092,3.75829619879658e-05
102,98.1664717689601,0.0896735245959223,3.92172367622404e-05
103,99.8818045223945,0.0684654386196339,4.26130288743899e-05
104,100.899972265292,0.040598174675143,4.63464859556972e-05
105,101.3059872265,0.00812540227831889,5.02020617560931e-05
106,101.34629682791,-0.0262183821462995,5.32220672576123e-05
107,100.867400431905,-0.0580452471794597,5.51144071803722e-05
108,99.8491254739341,-0.0839437429460721,5.60314913440954e-05
109,98.4317856680526,-0.101073267098685,5.51687832412723e-05
110,96.1856160220029,-0.108333852346046,5.27252036414443e-05
111,94.5907431721776,-0.105703765458038,4.97938504662879e-05
112,93.1862279972001,-0.0931272255344867,4.64370017861947e-05
113,91.7451993584088,-0.0712772923710236,4.28554276497565e-05
114,90.5354147941481,-0.0430554686226421,3.89447947010046e-05
115,89.9978829085172,-0.00956212550888584,3.5168251880519e-05
116,90.1429942007306,0.0261071596938451,3.17294295647237e-05
117,90.9917968131978,0.059185292228253,2.95250990665318e-05
118,92.519131247204,0.0875745748152421,2.91478865051808e-05
119,94.6200313235898,0.109572524878385,3.02806400142987e-05
120,96.2738981915749,0.12337305586631,3.2741239183772e-05
121,97.868112282586,0.128527644578425,3.57884433751597e-05
122,99.4282098801596,0.125269010130473,3.90802410389909e-05
123,100.780734277598,0.113804899574146,4.32826005450807e-05
124,101.829449977771,0.0965751125597584,4.81975393154893e-05
125,102.529465734614,0.0740753008019163,5.32956336841418e-05
126,102.773153478754,0.0477884654283378,5.85516671254648e-05
127,103.217963105418,0.0200984189246437,6.32031879479966e-05
128,102.770421750561,-0.00688216714593408,6.57720325748989e-05
129,102.193652828305,-0.0319036898187361,6.61553331711704e-05
130,101.755283049759,-0.0538743303035883,6.45931282890395e-05
131,101.21658964453,-0.0725991052169495,6.12128415646398e-05
132,100.587152082481,-0.0880002165462082,5.59702785094587e-05
133,99.9449880067455,-0.0996782071727715,4.90893590579743e-05
134,99.0488812229144,-0.105460638924082,4.14897919907905e-05
135,97.90312971152,-0.104165671511142,3.32680002741567e-05
136,96.8248907613139,-0.0952375674392832,2.41908787194051e-05
137,95.884014204373,-0.0785958168956771,1.39535547135502e-05
138,94.9477782175542,-0.0554813173582589,3.13011493234094e-06
139,94.0790577839559,-0.0267869872201548,-7.27797545020522e-06
140,93.3653396765361,0.00728854866428943,-1.66666040081475e-05
141,93.0092591130313,0.0448187285445013,-2.44322582399393e-05
142,93.1503496608586,0.0850446647819767,-3.01204696886408e-05
143,93.8261676887997,0.124993022884348,-3.37169390789092e-05
144,95.3761158806411,0.160616606953743,-3.61290652661924e-05
145,97.7297886368548,0.188426017556544,-3.70944964284587e-05
146,100.412188455909,0.205205560981872,-3.69240471079265e-05
147,103.222850731401,0.208165204201224,-3.54752183827032e-05
148,105.946015095073,0.196997858815783,-3.41669725508073e-05
149,108.329278022608,0.172935225761073,-3.26453484039584e-05
150,110.226613496489,0.137079979036175,-3.13023744348647e-05
151,112.046059287355,0.0910699813262045,-3.06487818061171e-05
152,113.487089166663,0.0373864750845059,-3.01119877882629e-05
153,114.051724495882,-0.0205784495154179,-2.98433641160863e-05
154,113.340332098669,-0.0786973009787039,-2.85145323944494e-05
155,111.5365045085,-0.132350943080302,-2.56957944623851e-05
156,109.010002613049,-0.177433432786444,-2.23805915335978e-05
157,106.077108968368,-0.210017497002569,-1.85746803719177e-05
158,102.959372876932,-0.228821728949263,-1.44324580262219e-05
159,100.003937271415,-0.234704464717708,-9.80952452568981e-06
160,97.5689262407779,-0.228674858779388,-4.73728997648713e-06
161,95.3673229214419,-0.212157126927923,9.78892325140919e-07
162,93.2332562088283,-0.187507852286853,6.25615694454614e-06
163,91.4029722269651,-0.155703678699344,1.19149928171087e-05
164,89.991482183139,-0.118259554982503,1.72077915874476e-05
165,89.221073856024,-0.0777533260496172,2.19513970172077e-05
166,89.100221106632,-0.0384735034743768,2.65030529759086e-05
167,89.5556042172573,-0.00415150975731364,3.09043157680449e-05
168,90.2297397965795,0.0253821894005728,3.51741667263501e-05
169,91.0040725022631,0.0490648872243702,3.82869190601804e-05
170,91.4313182759549,0.0662684664331805,4.03301809115868e-05
171,91.7112684984173,0.0768190204806028,4.08577640512851e-05
172,92.2181674053107,0.0814230831002065,4.02817780345468e-05
173,92.9378660640221,0.0806925816931483,3.93342849385792e-05
174,93.7986128113179,0.074374820450868,3.79477652877651e-05
175,95.1346097995893,0.0628184269266261,3.60336918718815e-05
176,96.1984047435761,0.0487507324544921,3.31592485066176e-05
177,96.9843392593446,0.0343721510777799,2.95976714419674e-05
178,97.046153022265,0.0220474519327925,2.53491680524088e-05
179,97.0617649779775,0.015399743837852,1.98794382703431e-05
180,97.4259462450798,0.0144972133393576,1.3910226092936e-05
181,96.964610053663,0.018372378799156,8.034393874355e-06
182,96.5107213022397,0.0246477179259253,2.67338440155923e-06
183,96.1765583787705,0.0320159362945836,-2.55859223323925e-06
184,96.0649425009515,0.0412326411863764,-7.41076115361644e-06
185,96.0559465522544,0.0502802723284741,-1.18134609064806e-05
186,96.2104848272718,0.0578050167537926,-1.57256457917794e-05
187,96.8260726851993,0.062522435292728,-1.88721436724076e-05
188,98.2416422650302,0.0631492639151368,-2.12994958871475e-05
189,99.7971468833465,0.0575470460454176,-2.29715605883093e-05
190,101.6147270001,0.0455976609890671,-2.37027935179714e-05
191,103.444285039577,0.0276059478758086,-2.32510263459105e-05
192,103.799771985128,0.00643242164287987,-2.17581994763376e-05
193,103.503330355306,-0.0163885100670837,-1.9487070939297e-05
194,102.542922185464,-0.0397236253264014,-1.71949871210907e-05
195,101.721488500205,-0.0598568436013512,-1.502081778334e-05
196,100.654374276468,-0.0760725897325877,-1.18910050406983e-05
197,98.6897567865306,-0.0876612424182247,-8.64810583762753e-06
198,97.1757531546876,-0.0939842019194799,-5.2640814291579e-06
199,95.7544067743058,-0.0936021908501165,-2.03503542677971e-06
200,94.4936352341391,-0.0857414761266233,1.49369462718996e-06
201,93.595474274394,-0.0711593359086208,5.32351325987756e-06
202,93.2081383440834,-0.052290348431679,8.90161539791067e-06
203,93.230366877648,-0.0312380212254219,1.19460778272329e-05
204,93.7499292940558,-0.0111019643583351,1.44335649145732e-05
205,94.2902014430517,0.00512006370963868,1.63628487764348e-05
206,94.9663785639283,0.01782271336066,1.76327201149898e-05
207,95.3359530302816,0.0266592924677072,1.95966832151716e-05
208,95.1628375423711,0.032268580579913,2.11448150642729e-05
209,95.2095502301702,0.0336646520645686,2.24841831891002e-05
210,95.4952747916759,0.0308845747717972,2.3415466722361e-05
211,95.9731666229394,0.0270472106781934,2.38949624251804e-05
212,96.2491445731609,0.0229279160300856,2.40458547601329e-05
213,96.3594532035349,0.0196904358955371,2.27843572234479e-05
214,96.4599036575803,0.0187967620059802,2.02671062017215e-05
215,96.5372700842102,0.0211031190975213,1.66879648833188e-05
216,96.6543529731308,0.0260936373909368,1.22825567739037e-05
217,96.8683357407139,0.032777697417763,6.71783701192581e-06
218,97.0649004629557,0.0395389333957631,-1.81585817640997e-07
219,97.3078790000848,0.0454711488687781,-8.08687854395798e-06
220,97.659179396626,0.0493526642524331,-1.73809068129369e-05
221,98.0327405878316,0.0506910750728771,-2.68945670021549e-05
222,98.6271155322766,0.0498608271521809,-3.62820105682213e-05
223,99.5276730695502,0.0464678489372014,-4.48846045011797e-05
224,100.348165283567,0.0397573526331431,-5.24331942351461e-05
225,101.02769187437,0.0285177959845288,-5.94503868097551e-05
226,101.643648648741,0.0136075205790944,-6.60995005165559e-05
227,101.934461546177,-0.00279726278479675,-7.1915588603881e-05
228,101.766466157405,-0.0193060067133738,-7.62291806713669e-05
229,101.361054213548,-0.03523374568881,-7.87956314732032e-05
230,100.82472836926,-0.0493982648013776,-8.00037098370719e-05
231,100.141766100352,-0.0598355303199058,-8.00959471559578e-05
232,99.2949757081163,-0.0647624001343662,-7.85996283144859e-05
233,98.2470050362746,-0.0635688581846669,-7.632053053561e-05
234,97.1554932565114,-0.0562821614995961,-7.31500509671113e-05
235,96.2384757457129,-0.0432542236674723,-6.94559194091032e-05
236,95.388999725891,-0.0255652532708574,-6.52963354564483e-05
237,94.8187389481727,-0.00699884477826623,-6.06977787435258e-05
238,94.9865758959038,0.00964983925744854,-5.57902409036373e-05
239,95.5836680915368,0.0222087408004435,-5.05398716240356e-05
240,96.0469451507216,0.0282490152258148,-4.53069678203451e-05
241,96.5381940480741,0.0264203410041819,-4.0616152693794e-05
242,97.4796392078453,0.0172481687484341,-3.60514443219946e-05
243,98.661817075898,0.00204613520628302,-3.15810625671068e-05
244,99.4445547346307,-0.0179315830665486,-2.7166478137815e-05
245,99.619372438654,-0.0412651110320877,-2.34086219945255e-05
246,99.3300273361783,-0.0648432135087235,-2.05063477701511e-05
247,98.5004451655157,-0.0842777504865132,-1.82115944587394e-05
248,97.0640075117352,-0.096834332573224,-1.57175311572293e-05
249,94.7929753922201,-0.101832134683578,-1.39242796454367e-05
250,92.6815081708261,-0.0980983294047095,-1.26750559014853e-05
251,90.79196354114,-0.0847311275405711,-1.21578088861534e-05
252,89.1451070235552,-0.0632315187538028,-1.25891308254352e-05
253,88.1082578111613,-0.0372693822901264,-1.38279375767288e-05
254,87.9150384208731,-0.00859519845060979,-1.58460590452559e-05
255,88.3533436912176,0.0208424944569162,-1.86494271138949e-05
256,89.1892934007917,0.0479539158186984,-2.21651283369919e-05
257,90.5677988805891,0.0695338562741009,-2.64231215774912e-05
258,92.6926488419425,0.0839219752963241,-3.13985883393996e-05
259,94.8823595594392,0.0907919951701526,-3.66187635124964e-05
260,96.2729021075588,0.0899827247929784,-4.16852339780313e-05
261,97.0838995832806,0.081965896354051,-4.63202677610831e-05
262,97.861511833126,0.068580448171216,-5.05285610119387e-05
263,98.3393501639206,0.0532992936337872,-5.44580078684653e-05
264,98.0976840828346,0.0375189115063695,-5.82567833656558e-05
265,97.230499788904,0.0226481759382488,-6.13529157830429e-05
266,96.7520897641816,0.0110389756983091,-6.40326933125173e-05
267,96.3944688197209,0.00422039408121045,-6.64660966732712e-05
268,96.1932899624745,0.00179815481104659,-6.87245385686707e-05
269,96.189218445327,0.00276724928978167,-7.15799768916187e-05
270,96.4743329908824,0.00634813326041305,-7.47288900988087e-05
271,96.985035302205,0.0111086764857048,-7.7571694727881e-05
272,97.5026000160519,0.0144087269236666,-8.01923084671046e-05
273,98.0222642692105,0.014598812448177,-8.23094883007703e-05
274,98.5902928760172,0.0122172867557876,-8.45376897450594e-05
275,98.9448326106052,0.00742683014237867,-8.61469650433888e-05
276,98.9307600680211,1.36767000689932e-05,-8.68496539526864e-05
277,98.8803752765407,-0.00957633521623578,-8.70025948459994e-05
278,98.9147749534508,-0.0193507087063372,-8.6125854689814e-05
279,98.6435049786885,-0.0267558521930746,-8.43435959183858e-05
280,97.8991265517198,-0.0307471432461702,-8.15630207827205e-05
281,97.0307501618752,-0.0317078702059263,-7.7949734342876e-05
282,96.3140389436099,-0.0299610279811236,-7.33989645204671e-05
283,95.7788364952687,-0.0251999455546018,-6.81586012919995e-05
284,95.4516177849059,-0.0177935480365293,-6.27503327164153e-05
285,95.3831509707978,-0.0085001487013769,-5.75148262806644e-05
286,95.4833593428083,0.00230360384398465,-5.29321887031474e-05
287,95.6281740681404,0.012311554520072,-4.91352859868857e-05
288,96.1092294694588,0.0226952247285485,-4.59510113474657e-05
289,96.7142644324293,0.0310411400112383,-4.33401584128599e-05
290,97.3916460423169,0.0377809953213028,-4.12408651136006e-05
291,97.9974758777484,0.0425320318484871,-3.98076198103584e-05
292,98.4572416828807,0.0452909426230709,-3.92017672602229e-05
293,98.3809768021604,0.043953089038435,-4.0361653506048e-05
294,98.5420097040238,0.0397856676304973,-4.28081740917914e-05
295,98.9840707353468,0.0342512257275185,-4.65706967324177e-05
296,99.3131186385233,0.026287829694565,-5.11194459901757e-05
297,99.5357512033242,0.0150619938703874,-5.61099674895566e-05
298,99.6565869839377,0.00128436551680703,-6.09451455516426e-05
299,99.4897621741158,-0.0140627651518145,-6.53679352752664e-05
300,100.040212824876,-0.0303176088161791,-6.92593183542182e-05
301,99.3821173265837,-0.0462601079673619,-7.25806305634471e-05
302,99.347020793681,-0.0613009001090703,-7.55196574747549e-05
303,98.9894126552942,-0.0752383683792407,-7.80731516610535e-05
304,98.3390773816029,-0.0852871674987177,-8.02268322704211e-05
305,96.8270125722324,-0.0911774357352405,-8.21409642632984e-05
306,95.9857616805872,-0.0907498297301387,-8.40168937752597e-05
307,94.8523127535755,-0.0833357726694917,-8.57166435994606e-05
308,93.075794659435,-0.0690767767826488,-8.72617332100615e-05
309,91.7643477356497,-0.0501171962986831,-8.86860617778929e-05
310,91.2395534898706,-0.025544829830094,-8.95054994514807e-05
311,91.0482980594987,0.00396365206773365,-9.0407497770931e-05
312,91.0522570116224,0.0345261061792959,-9.12288996672922e-05
313,91.5321796011792,0.0641330297863353,-9.21093892008513e-05
314,92.4573400973807,0.087763982977386,-9.19629216458103e-05
315,93.8274246344858,0.106653633046357,-9.06901534130006e-05
316,96.0457393256676,0.118712380703655,-8.85495872927375e-05
317,97.6396200428242,0.123552141616081,-8.51409318683233e-05
318,99.5901381855762,0.121061981478988,-8.04534848479579e-05
319,100.75022644186,0.112768202142523,-7.36884786287527e-05
320,102.046538896017,0.0981844436363695,-6.56112434001643e-05
321,102.996475777367,0.0801734669287135,-5.63858246679924e-05
322,104.230090250342,0.0608597501246822,-4.72345100524284e-05
323,104.254005535975,0.0410855853312178,-3.82981525763427e-05
324,103.208812118171,0.0219736566709336,-2.97606898007499e-05
325,102.583074292061,0.00422938630009012,-2.19056613497196e-05
326,102.029401345806,-0.0111536039439877,-1.48663486785183e-05
327,102.136118254512,-0.0237629591961064,-9.16902735365417e-06
328,102.175080294892,-0.0346601148550133,-5.34797689788873e-06
329,102.05684221955,-0.0444315851389727,-3.34087944926832e-06
330,101.803104148024,-0.0543266816596733,-2.92253517711035e-06
331,101.459208193214,-0.0616182102621107,-3.6546520573435e-06
332,101.340892991929,-0.0671158333835107,-5.55848713137678e-06
333,101.173874924453,-0.0697011718782811,-8.68625803749284e-06
334,100.141100842646,-0.0702264532538893,-1.24053475925195e-05
335,99.2990933835525,-0.0686821954822348,-1.66353441801377e-05
336,98.6371254614168,-0.0658149869327092,-2.14649349976099e-05
337,97.5444884519057,-0.0606988376766531,-2.65059657290437e-05
338,96.4582881700827,-0.0493844719665838,-3.15398375470393e-05
339,95.4445935238462,-0.03230715065643,-3.59121062484312e-05
340,94.4919074434099,-0.0093829725148137,-3.87283570825806e-05
341,94.4014635973323,0.0169431985095357,-3.98569037192444e-05
342,95.0988607223474,0.0447184758449974,-4.01003402931646e-05
343,96.2583351721966,0.0716963299339051,-3.96804299972407e-05
344,97.1069528562326,0.0953707168021601,-3.87825939629877e-05
345,98.0502394409441,0.113147276619602,-3.78849497715929e-05
346,99.2233627880782,0.122335561530303,-3.72550227459881e-05
347,100.680569257266,0.121227502669478,-3.69090333723892e-05
348,102.401310448145,0.111171023817729,-3.6979518719986e-05
349,103.801449732052,0.0909714209328069,-3.75487435435405e-05
350,105.58024789242,0.0603773375280882,-3.84004533476063e-05
351,106.515030590466,0.0218726728026939,-3.94165929668044e-05
352,107.006215855831,-0.0214680385159869,-4.09840846053029e-05
353,106.708022462826,-0.065898808672504,-4.30283663021155e-05
354,105.696996326828,-0.105349010207675,-4.46144819397315e-05
355,104.045118340562,-0.134719828818432,-4.60376748679983e-05
356,101.927076081722,-0.153197580921465,-4.74631004575208e-05
357,99.5853249927396,-0.161422244329566,-4.89012668821989e-05
358,97.3196780812472,-0.158862345453803,-4.96751963309355e-05
359,95.1304656182481,-0.144883596635196,-4.96071133452806e-05
360,93.0539253250646,-0.120129710069039,-4.87735989754069e-05
361,90.9714272601942,-0.0869569795759662,-4.69084212735872e-05
362,89.7227234461927,-0.0485247709704134,-4.42473619027524e-05
363,89.4527906446364,-0.00740394559110634,-4.01814846230078e-05
364,90.1644688922733,0.0316838283763374,-3.56383220381763e-05
365,91.7903284713286,0.065248039512964,-3.1278268486764e-05
366,94.3535255853468,0.090543126053956,-2.74763871713609e-05
367,96.7773436624479,0.106623587715239,-2.31445385853662e-05
368,97.8571464349947,0.113333791499918,-1.83946098124477e-05
369,98.6176612309981,0.110982831043063,-1.41794220790452e-05
370,99.5119621846612,0.10063786295105,-1.01673142808349e-05
371,100.622710013711,0.0861636260721718,-6.65843089089373e-06
372,101.30640264855,0.0668192360293513,-3.94838870186846e-06
373,101.513496580058,0.0441491766939734,-1.87741073430968e-06
374,101.507414678285,0.0208308341121795,-3.12122456207362e-07
375,101.236172483877,0.000820484035231312,5.84776075720256e-07
376,100.712715868532,-0.0146716259849689,9.39551721827057e-07
377,99.9703202078966,-0.0254100613222229,1.2324408174434e-06
378,99.7191944824588,-0.031595116039248,1.90453199079788e-06
379,99.6509897330104,-0.0340537545446661,1.87611802280995e-06
380,99.5737459322632,-0.0349911873752235,1.13685144115943e-06
381,99.4405662693831,-0.0355201774530714,7.22052201169344e-07
382,99.4531756766144,-0.0337122042789211,5.80230353606218e-07
383,99.6334245210738,-0.0288528814704745,1.95907912423458e-07
384,98.4901291737635,-0.0219961659903388,-2.53536392334351e-07
385,98.1322664871848,-0.0154025101588093,-1.36222434270303e-06
386,98.0515694096392,-0.00955082576003413,-3.13137102087593e-06
387,97.9835561467969,-0.00417005600182522,-4.64109739045739e-06
388,97.6086074131182,0.000211675611376446,-6.18257832874997e-06
389,97.4134057142893,0.00317314186038534,-7.91415012986702e-06
390,97.5532294456307,0.004645744762048,-9.74283501419438e-06
391,97.8975355823475,0.0050229789392491,-1.15593907183941e-05
392,98.2728312893975,0.00364948160710784,-1.33066813167019e-05
393,98.5887788656719,0.000420577365655977,-1.47053341706706e-05
394,98.8797542902787,-0.00432670261817816,-1.51841272807201e-05
395,99.0396434429215,-0.00999041211954562,-1.48022995558881e-05
396,98.8157325540457,-0.01661993960525,-1.35958586587446e-05
397,98.4157063855159,-0.0246182046256076,-1.11334379786526e-05
398,98.1446636615612,-0.0303665072156023,-7.63077945119163e-06
399,97.7779252059227,-0.0342893179024002,-3.90567031274787e-06
400,97.0984543243713,-0.0366991441419117,-2.27111216682137e-07
401,96.3135039401181,-0.0375511453804457,4.03662923849232e-06
402,95.6036134825422,-0.0357759964480444,9.22330008305076e-06
403,95.0826374468419,-0.0313707567540015,1.49528378469481e-05
404,94.8453838834927,-0.025138269289836,2.10215054570663e-05
405,94.7916636338926,-0.0179757894754198,2.7486987253249e-05
406,94.8589197607808,-0.0105522259842647,3.42379911334906e-05
407,94.998848451615,-0.00349565964074707,4.1347499882156e-05
408,95.1247717909849,0.00237091099549866,4.78327170529462e-05
409,95.2808329006073,0.00669675540577544,5.34918451190108e-05
410,95.4886789487107,0.00945166387472796,5.8724367179577e-05
411,95.6138857548317,0.00984478448338693,6.35092310684637e-05
412,95.6096287913667,0.00669707283820056,6.72920451595376e-05
413,95.6056303720245,-0.000261891296771494,6.99682113057344e-05
414,95.6064884130341,-0.010059744355073,7.21045855831529e-05
415,95.4967305005229,-0.0212712330247382,7.31836027392427e-05
416,95.3023153790673,-0.0321940781057965,7.32705840878754e-05
417,95.0912308650369,-0.0413405352581464,7.24649591524226e-05
418,94.8604766446398,-0.0477650123521594,7.04275897739641e-05
419,94.542674931878,-0.0492122100582729,6.715819979509e-05
420,94.1302488558199,-0.0461531248139268,6.32093585045749e-05
421,93.6272090556376,-0.0372448032985139,5.87482572180045e-05
422,92.8399137851623,-0.0218945899974489,5.35830447849641e-05
423,91.9241634567133,-0.000439131216616556,4.76582564234353e-05
424,91.3126932710875,0.0258423445015565,4.23460901134835e-05
425,91.1751553243165,0.0555213883526546,3.8092998353796e-05
426,91.5866054296751,0.0855860922465608,3.4327966364077e-05
427,92.5669491999061,0.112948291182975,3.12031969537949e-05
428,94.0506751519125,0.134926943144073,2.95469690369789e-05
429,95.874192503553,0.149207697491864,2.9502744870193e-05
430,97.9995079638261,0.154342463223274,3.12604108517916e-05
431,100.46708951784,0.149979212464263,3.46125741787861e-05
432,102.346151724453,0.136173218058909,3.91927242469111e-05
433,104.696990043206,0.11330335919102,4.49705097094003e-05
434,106.424268540794,0.0827551385412776,5.18725289139397e-05
435,107.439899555458,0.0471600797057955,5.99093882863064e-05
436,107.66368612921,0.00832733761986788,6.89473571371319e-05
437,107.089600245275,-0.028914323295302,7.89587721407498e-05
438,105.565990111366,-0.0617474863806365,8.97583908800396e-05
439,103.85660144129,-0.0876849988924435,0.000100760188168226
440,102.107193875729,-0.105103997945092,0.000111720813853647
441,100.372928873291,-0.113313812732788,0.000122327389464074
442,98.9708323151507,-0.112932391929864,0.000132189095666294
443,97.9333475759145,-0.104540170416402,0.000141433167442028
444,97.0147586702988,-0.089997450219954,0.000150453111346228
445,96.2688969389345,-0.0723309438991719,0.000159188774585623
446,95.9360974858114,-0.0523537618049439,0.000167274200186087
447,95.8965701891356,-0.0331322267133845,0.000173725929906887
448,95.7321344518769,-0.0165439934633669,0.000180243755930747
449,96.4327778273542,-0.00423699687693824,0.000187099416686362
450,96.7197801864892,0.00315857846300937,0.00019402895921664
451,97.0422887175483,0.00583637043111689,0.000200910603876071
452,97.1974854243879,0.00544897657457345,0.00020752834996258
453,97.1597133376839,0.00315667024460552,0.000214257261802723
454,96.908775126533,0.00049133787664251,0.000220867453647996
455,96.7273798002059,-0.000852971300598789,0.000229714372700384
456,96.3701678983172,-0.000107763242733093,0.000238385978475772
457,96.1121421586532,0.0030699867785338,0.000246262216415686
