SerialNo,RawDisplacement,FilteredDisplacement
117,104.969,90.9917968131978
118,89.065,92.519131247204
119,78.068,94.6200313235898
120,95.904,96.2738981915749
121,NaN,97.868112282586
122,115.858,99.4282098801596
123,90.659,100.780734277598
124,103.964,101.829449977771
125,101.856,102.529465734614
126,102.311,102.773153478754
127,88.067,103.217963105418
128,94.238,102.770421750561
129,NaN,102.193652828305
130,133.887,101.755283049759
131,103.352,101.21658964453
132,102.155,100.587152082481
133,100.883,99.9449880067455
134,94.41,99.0488812229144
135,96.928,97.90312971152
136,87.731,96.8248907613139
137,100.751,95.884014204373
138,91.671,94.9477782175542
139,96.366,94.0790577839559
140,109.976,93.3653396765361
141,120.78,93.0092591130313
142,86.327,93.1503496608586
143,80.767,93.8261676887997
144,84.212,95.3761158806411
145,86.37,97.7297886368548
146,109.473,100.412188455909
147,95.621,103.222850731401
148,119.266,105.946015095073
149,127.126,108.329278022608
150,102.169,110.226613496489
151,104.979,112.046059287355
152,122.612,113.487089166663
153,116.389,114.051724495882
154,118.846,113.340332098669
155,110.007,111.5365045085
156,111.538,109.010002613049
157,108.792,106.077108968368
158,87.914,102.959372876932
159,108.87,100.003937271415
160,101.258,97.5689262407779
161,86.815,95.3673229214419
162,NaN,93.2332562088283
163,87.921,91.4029722269651
164,93.153,89.991482183139
165,91.061,89.221073856024
166,108.114,89.100221106632
167,83.276,89.5556042172573
168,89.44,90.2297397965795
169,90.269,91.0040725022631
170,90.579,91.4313182759549
171,106.491,91.7112684984173
172,95.162,92.2181674053107
173,91.821,92.9378660640221
174,NaN,93.7986128113179
175,95.244,95.1346097995893
176,89.257,96.1984047435761
177,79.99,96.9843392593446
178,100.607,97.046153022265
179,NaN,97.0617649779775
180,128.055,97.4259462450798
181,85.026,96.964610053663
182,107.476,96.5107213022397
183,139.191,96.1765583787705
184,80.993,96.0649425009515
185,87.187,96.0559465522544
186,91.541,96.2104848272718
187,92.092,96.8260726851993
188,99.227,98.2416422650302
189,NaN,99.7971468833465
190,108.363,101.6147270001
191,128.228,103.444285039577
192,92.503,103.799771985128
193,107.397,103.503330355306
194,108.927,102.542922185464
195,87.754,101.721488500205
196,NaN,100.654374276468
197,107.934,98.6897567865306
198,80.896,97.1757531546876
199,105.147,95.7544067743058
200,73.474,94.4936352341391
201,88.296,93.595474274394
202,94.937,93.2081383440834
203,76.222,93.230366877648
204,94.238,93.7499292940558
205,114.266,94.2902014430517
206,117.674,94.9663785639283
207,77.596,95.3359530302816
208,119.32,95.1628375423711
209,85.314,95.2095502301702
210,115.343,95.4952747916759
211,93.34,95.9731666229394
212,91.755,96.2491445731609
213,96.512,96.3594532035349
214,102.125,96.4599036575803
215,109.464,96.5372700842102
216,93.28,96.6543529731308
217,89.587,96.8683357407139
218,107.243,97.0649004629557
219,98.55,97.3078790000848
220,114.103,97.659179396626
221,85.884,98.0327405878316
222,92.909,98.6271155322766
223,94.244,99.5276730695502
224,99.711,100.348165283567
225,103.305,101.02769187437
226,104.679,101.643648648741
227,111.392,101.934461546177
228,75.828,101.766466157405
229,116.99,101.361054213548
230,93.446,100.82472836926
231,116.794,100.141766100352
232,113.073,99.2949757081163
233,92.803,98.2470050362746
234,97.733,97.1554932565114
235,95.376,96.2384757457129
236,84.952,95.388999725891
237,103.928,94.8187389481727
238,121.64,94.9865758959038
239,89.719,95.5836680915368
240,82.307,96.0469451507216
241,94.2,96.5381940480741
242,101.949,97.4796392078453
243,78.828,98.661817075898
244,98.384,99.4445547346307
245,107.999,99.619372438654
246,96.298,99.3300273361783
247,127.568,98.5004451655157
248,107.762,97.0640075117352
249,125.752,94.7929753922201
250,98.956,92.6815081708261
251,86.236,90.79196354114
252,NaN,89.1451070235552
253,82.841,88.1082578111613
254,77.238,87.9150384208731
255,82.243,88.3533436912176
256,99.813,89.1892934007917
257,94.025,90.5677988805891
258,81.545,92.6926488419425
259,127.221,94.8823595594392
260,97.152,96.2729021075588
261,106.014,97.0838995832806
262,106.013,97.861511833126
263,86.276,98.3393501639206
264,83.118,98.0976840828346
265,98.27,97.230499788904
266,115.158,96.7520897641816
267,92.875,96.3944688197209
268,93.603,96.1932899624745
269,100.011,96.189218445327
270,99.532,96.4743329908824
271,79.554,96.985035302205
272,90.892,97.5026000160519
273,114.942,98.0222642692105
274,98.978,98.5902928760172
275,84.863,98.9448326106052
276,91.146,98.9307600680211
277,101.837,98.8803752765407
278,113.859,98.9147749534508
279,103.808,98.6435049786885
280,102.131,97.8991265517198
281,88.632,97.0307501618752
282,97.324,96.3140389436099
283,70.151,95.7788364952687
284,80.771,95.4516177849059
285,84.286,95.3831509707978
286,115.196,95.4833593428083
287,97.416,95.6281740681404
288,94.045,96.1092294694588
289,98.81,96.7142644324293
290,92.832,97.3916460423169
291,118.236,97.9974758777484
292,98.252,98.4572416828807
293,86.9,98.3809768021604
294,135.998,98.5420097040238
295,97.908,98.9840707353468
296,75.324,99.3131186385233
297,104.596,99.5357512033242
298,118.932,99.6565869839377
299,104.132,99.4897621741158
300,NaN,100.040212824876
301,90.244,99.3821173265837
302,96.984,99.347020793681
303,106.729,98.9894126552942
304,84.819,98.3390773816029
305,108.677,96.8270125722324
306,106.456,95.9857616805872
307,87.021,94.8523127535755
308,70.406,93.075794659435
309,117.363,91.7643477356497
310,98.31,91.2395534898706
311,86.925,91.0482980594987
312,84.636,91.0522570116224
313,98.569,91.5321796011792
314,73.174,92.4573400973807
315,89.074,93.8274246344858
316,103.052,96.0457393256676
317,104.01,97.6396200428242
318,75.595,99.5901381855762
319,98.233,100.75022644186
320,104.875,102.046538896017
321,89.644,102.996475777367
322,116.702,104.230090250342
323,110.324,104.254005535975
324,96.462,103.208812118171
325,NaN,102.583074292061
326,115.246,102.029401345806
327,85.551,102.136118254512
328,98.094,102.175080294892
329,91.052,102.05684221955
330,110.573,101.803104148024
331,107.929,101.459208193214
332,89.025,101.340892991929
333,96.648,101.173874924453
334,113.142,100.141100842646
335,106.386,99.2990933835525
336,131.34,98.6371254614168
337,83.503,97.5444884519057
338,83.798,96.4582881700827
339,93.958,95.4445935238462
340,96.757,94.4919074434099
341,80.468,94.4014635973323
342,111.183,95.0988607223474
343,NaN,96.2583351721966
344,89.123,97.1069528562326
345,88.627,98.0502394409441
346,104.578,99.2233627880782
347,104.135,100.680569257266
348,88.477,102.401310448145
349,100.552,103.801449732052
350,108.616,105.58024789242
351,91.345,106.515030590466
352,154.693,107.006215855831
353,113.273,106.708022462826
354,110.265,105.696996326828
355,67.21,104.045118340562
356,106.481,101.927076081722
357,138.225,99.5853249927396
358,87.582,97.3196780812472
359,89.106,95.1304656182481
360,90.638,93.0539253250646
361,111.256,90.9714272601942
362,86.806,89.7227234461927
363,85.313,89.4527906446364
364,78.888,90.1644688922733
365,93.675,91.7903284713286
366,92.15,94.3535255853468
367,103.051,96.7773436624479
368,107.295,97.8571464349947
369,103.861,98.6176612309981
370,104.762,99.5119621846612
371,78.802,100.622710013711
372,82.855,101.30640264855
373,109.654,101.513496580058
374,102.64,101.507414678285
375,106.597,101.236172483877
376,83.906,100.712715868532
377,79.205,99.9703202078966
378,114.538,99.7191944824588
379,89.901,99.6509897330104
380,110.827,99.5737459322632
381,NaN,99.4405662693831
382,96.176,99.4531756766144
383,95.84,99.6334245210738
384,99.925,98.4901291737635
385,NaN,98.1322664871848
386,115.388,98.0515694096392
387,79.024,97.9835561467969
388,98.796,97.6086074131182
389,84,97.4134057142893
390,77.704,97.5532294456307
391,79.342,97.8975355823475
392,103.209,98.2728312893975
393,101.85,98.5887788656719
394,98.503,98.8797542902787
395,94.429,99.0396434429215
396,97.943,98.8157325540457
397,105.427,98.4157063855159
398,129.817,98.1446636615612
399,106.224,97.7779252059227
400,79.151,97.0984543243713
401,93.096,96.3135039401181
402,96.236,95.6036134825422
403,78.982,95.0826374468419
404,92.812,94.8453838834927
405,106.595,94.7916636338926
406,NaN,94.8589197607808
407,91.526,94.998848451615
408,114.346,95.1247717909849
409,95.767,95.2808329006073
410,90.644,95.4886789487107
411,84.459,95.6138857548317
412,95.32,95.6096287913667
413,120.041,95.6056303720245
414,102.419,95.6064884130341
415,117.622,95.4967305005229
416,95.413,95.3023153790673
417,73.07,95.0912308650369
418,94.477,94.8604766446398
419,83.587,94.542674931878
420,100.137,94.1302488558199
421,92.795,93.6272090556376
422,98.446,92.8399137851623
423,98.435,91.9241634567133
424,90.863,91.3126932710875
425,82.504,91.1751553243165
426,90.429,91.5866054296751
427,97.705,92.5669491999061
428,NaN,94.0506751519125
429,84.076,95.874192503553
430,89.019,97.9995079638261
431,107.931,100.46708951784
432,107.321,102.346151724453
433,115.499,104.696990043206
434,110.377,106.424268540794
435,100.75,107.439899555458
436,113.424,107.66368612921
437,107.724,107.089600245275
438,97.049,105.565990111366
439,124.599,103.85660144129
440,93.856,102.107193875729
441,87.678,100.372928873291
442,106.865,98.9708323151507
443,89.584,97.9333475759145
444,107.625,97.0147586702988
445,91.625,96.2688969389345
446,98.176,95.9360974858114
447,99.79,95.8965701891356
448,92.081,95.7321344518769
449,94.685,96.4327778273542
450,100.86,96.7197801864892
451,75.273,97.0422887175483
452,112.646,97.1974854243879
453,98.332,97.1597133376839
454,87.856,96.908775126533
455,93.081,96.7273798002059
456,104.164,96.3701678983172
457,104.644,96.1121421586532
458,89.198,96.1763412778508
459,NaN,96.3485838409015
460,NaN,96.3648389600248
461,108.072,96.4647303753471
462,86.084,96.8374924418275
463,88.511,97.4233968920829
464,91.664,98.2616032618561
465,NaN,99.3725263395387
466,100.128,100.665252089507
467,110.975,101.941932105527
468,122.554,103.070792550378
469,107.459,104.061029174042
470,NaN,104.860076177156
471,95.732,105.427976516058
472,109.288,105.790541950896
473,105.344,105.943427395762
474,78.558,105.883241766621
475,116.796,105.464353845554
476,NaN,104.5371957501
477,105.796,103.279413035936
478,70.683,101.837434714919
479,102.361,100.373826326533
480,103.102,99.1184158449771
481,85.689,98.0098955923485
482,79.595,97.2640040968625
483,94.931,96.4466963081603
484,98.342,95.8767016195061
485,107.561,95.4384960835878
486,83.596,95.6957000562559
487,88.641,95.9584492637866
488,NaN,96.0321200690349
489,106.039,96.2904851421126
490,100.627,96.6868083924584
491,90.093,97.1239917354922
492,93.247,97.1861151123737
493,103.501,96.9587741134429
494,93.172,96.6298531584172
495,103.062,96.3330397855069
496,90.76,96.321596023956
497,107.337,96.5051694278784
498,90.484,96.6305745727914
499,99.053,96.3572435714638
500,102.18,96.5580749339761
501,95.085,97.2585943011124
502,94.596,98.7811237912605
503,91.505,100.171152892622
504,100.974,102.368264526723
505,100.275,104.684024771839
506,118.484,106.439775480271
507,111.492,107.244009678247
508,108.934,107.054216028712
509,95.908,106.133955210553
510,121.366,104.530039356397
511,NaN,102.370163982705
512,117.466,99.9701676090189
513,91.122,97.4678872361439
514,86.707,94.4037579339618
515,NaN,91.0806631612968
516,90.24,88.6294838703343
517,NaN,87.129246420193
518,80.729,86.959195333478
519,84.198,87.3192375721629
520,94.627,88.6628868272374
521,104.44,89.728990227671
522,85.124,90.7325783250425
523,97.943,91.6820316157821
524,98.348,92.7545143438642
525,78.838,93.7527982279359
526,85.812,94.6344176238858
527,96.303,95.6393085785542
528,91.564,96.2421659925059
529,99.429,97.3700770670013
530,86.039,97.8859071076818
531,NaN,98.1380453358755
532,109.189,98.5695178590855
533,NaN,98.8515246972968
534,106.015,99.0171869894383
535,88.475,98.5878117881748
536,94.152,98.295313685694
537,109.773,97.8748147045503
538,90.359,97.3801379129816
539,98.189,96.8012482110562
540,104.666,96.0567749871561
541,96.441,95.1573452679926
542,92.858,94.1853001649773
543,94.923,93.1958609676591
544,78.715,92.0939972793115
545,87.967,91.7145375370011
546,89.504,91.0616884744061
547,114.5,90.487513203065
548,NaN,89.7909631585812
549,76.146,89.0952199908104
550,113.346,88.5553970730592
551,82.77,88.3437895901468
552,80.662,88.5505139469159
553,75.059,88.9729392742496
554,88.739,90.5338956950734
555,NaN,92.2439517336743
556,94.695,94.0492927798745
557,124.759,95.8178594633634
558,101.521,97.5465292810455
559,83.717,99.1881734189885
560,111.687,100.728263839205
561,116.948,102.075332954389
562,96.419,103.116004966977
563,101.373,103.749510758349
564,127.512,103.99057987482
565,109.782,103.872026144088
566,101.952,103.81819286931
567,102.623,103.001662050752
568,102.626,102.200537602462
569,110.216,101.514706976439
570,93.452,101.619438609985
571,87.177,101.346332296998
572,93.705,100.858720381762
573,109.037,100.01011221127
574,109.256,99.0324114922131
575,100.05,97.9361839382627
576,94.133,96.7556492458638
577,113.604,95.5429855548108
578,84.19,94.2132087293833
579,119.611,92.9572160232414
580,86.752,92.2414422388297
581,84.698,91.9399516452011
582,NaN,91.8318616308999
583,90.849,91.3913043222438
584,NaN,91.4712004028538
585,121.849,92.1082881542799
586,90.043,92.9912779844252
587,89.621,93.7978176896723
588,106.945,94.25735572873
589,97.739,94.5217074064051
590,93.239,94.631891564902
591,122.896,94.6044167292433
592,79.71,94.3536953728127
593,88.112,93.9518444526824
594,97.174,93.4371425294632
595,88.933,93.1076307888472
596,100.475,93.2311583270547
597,92.42,93.473340546739
598,76.491,93.6060644123573
599,97.855,93.7919345575312
600,95.738,94.0177842009559
601,91.664,94.5066210589682
602,110.361,94.8036969464895
603,88.862,95.0378238043014
604,93.931,95.0540857732936
605,100.363,94.9118908733891
606,123.237,94.7207270443751
607,94.121,94.6202963871996
608,NaN,94.5813975712065
609,94.951,94.7457970773646
610,82.85,95.1526789537153
611,71.664,95.8514398625032
612,86.923,97.003474297292
613,97.893,98.4117650974224
614,99.336,99.8233854262697
615,107.774,101.008588301816
616,100.116,101.591474594398
617,108.268,101.502471785207
618,107.6,100.816855803787
619,108.654,99.6009429411579
620,103.919,98.011952747931
621,72.919,96.3805528152691
622,90.142,94.9857795218378
623,90.091,93.9772951218149
624,76.886,93.6528801075121
625,96.922,94.0330676818601
626,70.379,94.7134565145378
627,102.713,95.7049070515734
628,110.052,97.3341952104834
629,92.672,99.2146863119855
630,NaN,100.811174772169
631,NaN,101.842136105855
632,108.773,102.133921113986
633,NaN,101.878006032596
634,117.759,101.268901367632
635,87.886,100.463818407552
636,NaN,99.6182423525083
637,97.289,98.8826530708448
638,NaN,98.3176801234691
639,103.76,98.0250896060393
640,NaN,98.2990689284923
641,73.129,98.8207822831491
642,98.995,99.1685403657858
643,104.188,99.5758226871676
644,90.947,100.105841820715
645,NaN,100.389464590686
646,108.101,100.334711743576
647,112.69,100.029595733561
648,81.032,99.3962999387885
649,111.979,98.5095379105286
650,106.554,97.4453141216549
651,92.207,96.3361349235806
652,95.213,95.4951278790429
653,92.979,95.0459046956146
654,95.626,94.9816579075015
655,98.541,95.4195959061226
656,66.398,96.3728675182765
657,109.276,97.5583486611583
658,82.02,98.8138787300868
659,72.728,100.088390999498
660,134.157,101.286447386028
661,136.055,102.386577476146
662,109.411,103.303632665467
663,103.37,103.878588924366
664,102.939,104.064969630489
665,96.454,103.98830363074
666,100.678,103.726569662446
667,112.747,103.278645502651
668,104.713,103.285518334978
669,116.7,102.398087381104
670,125.192,101.441757455763
671,NaN,100.445436774562
672,76.336,99.5259665146594
673,97.113,98.7071398644806
674,101.953,98.2724258767558
675,73.959,97.7356649234306
676,85.661,97.1242317266713
677,108.499,96.6495968696015
678,97.937,95.9034229063791
679,89.402,94.8489200839708
680,88.825,93.4735298224081
681,111.855,91.9743528405736
682,NaN,89.4386547004388
683,NaN,87.4602317679931
684,88.418,85.9839321196156
685,NaN,84.4581383345008
686,72.887,84.1759414049893
687,NaN,84.6756516862121
688,74.652,85.8599070059666
689,76.155,87.5359277514455
690,110.597,89.6399073798259
691,99.354,91.6061532994567
692,NaN,93.5528516000057
693,113.314,95.3322629021264
694,95.785,96.4020532811951
695,83.908,96.7837952843411
696,97.849,96.4627473247907
697,NaN,95.5473509808997
698,NaN,93.8678935886977
699,NaN,93.0969442544514
700,90.927,92.4045181269326
701,77.651,92.1333681672518
702,89.82,92.0945933528368
703,104.557,92.2307095189017
704,91.667,92.5562765586052
705,121.623,93.0378891735907
706,89.698,93.375017505163
707,96.202,93.5123821416035
708,94.506,93.6719978273968
709,73.711,93.846731032621
710,84.994,93.7957961297826
711,109.481,93.5060339061196
712,131.257,93.1426777645172
713,95.35,92.7540300019127
714,90.543,92.3497176631384
715,90.25,92.025664701587
716,102.512,91.8331600614823
717,83.23,91.7673378470592
718,89.748,91.785714794363
719,98.964,91.9909652873563
720,74.577,92.6274937528643
721,92.923,93.4773683765992
722,94.676,94.2183317809824
723,127.954,94.9920675265765
724,83.555,95.8761385286081
725,117.239,96.6041092176934
726,75.335,97.0407546556681
727,101.903,97.368866113326
728,97.033,97.6781875554705
729,98.279,97.9018576828098
730,105.897,98.0041313028029
731,118.323,98.0344523652602
732,94.605,98.1061402782375
733,97.402,98.2932975848527
734,83.872,98.6186658392116
735,99.528,99.1561196074583
736,85.401,99.9141477002488
737,114.253,100.612311749962
738,112.381,101.103760866616
739,102.486,101.359025342968
740,95.565,101.144795232148
741,113.865,100.504002396451
742,106.66,99.7492525850474
743,93.448,98.913361837193
744,86.425,97.8670323484109
745,101.43,96.7308032902809
746,99.624,95.6309422740007
747,78.238,94.7732768169086
748,93.168,94.507950934209
749,96.252,94.7731856288172
750,NaN,95.3055028754108
751,76.263,95.9841101206708
752,106.82,96.7405275057851
753,107.868,97.4888742275148
754,100.889,98.1683494910979
755,86.757,98.6177064376983
756,105.696,98.6969667613965
757,97.102,98.5862164129641
758,122.652,98.4540731549578
759,82.266,98.2813085233144
760,90.198,97.3723515620101
761,75.447,97.2381494899469
762,97.019,97.1297869478871
763,98.222,97.2006126538866
764,111.768,97.4799066106871
765,114.855,97.8453346079316
766,96.195,97.7517768960641
767,92.038,98.136259826232
768,86.706,98.5285437114196
769,97.142,98.8392249625741
770,126.14,99.0098860244831
771,107.503,98.8815661596334
772,105.733,98.0522186219976
773,93.857,96.9323451886467
774,102.484,95.7733587009893
775,85.406,94.7310126271781
776,96.691,93.5224943539832
777,78.414,93.2011067205676
778,108.254,92.4806005614538
779,70.206,91.9599948292361
780,87.504,92.0666007228986
781,93.246,92.8191410026232
782,74.731,93.5983066895806
783,106.693,94.9008388389268
784,98.814,95.9411949663483
785,103.289,96.8488083106886
786,94.174,97.4469214173798
787,103.36,97.5704162008523
788,93.234,97.1959741765603
789,126.259,96.8545878856064
790,94.059,96.4665908860301
791,117.645,95.9724399276591
792,77.274,95.271758090244
793,83.388,94.5849168374361
794,79.589,94.0293145282007
795,94.228,93.8568475653976
796,105.646,94.3761715989419
797,94.708,95.0763097673358
798,96.442,95.4231900318296
799,102.44,95.6333559244372
800,90.854,95.9014795481937
801,85.103,96.1480517200119
802,106.772,96.3484540244223
803,87.831,96.4889106945445
804,115.539,96.5407881532096
805,98.414,96.4562988686969
806,99.895,96.0142185009691
807,95.107,95.2857883888062
808,92.88,94.8271252634611
809,95.357,94.7774274677222
810,88.985,94.3790960001622
811,NaN,94.3400898976571
812,110.574,94.5652471643513
813,77.493,95.0161802406872
814,87.068,95.1090739933942
815,91.202,95.0856538359518
816,106.165,96.4121652999088
817,92.999,98.5338035701943
818,100.372,99.9474072493953
819,116.491,101.848003951855
820,122.677,103.174713134077
821,86.739,103.587167017032
822,106.938,104.288388548508
823,78.771,104.994693978495
824,88.507,105.540463366158
825,131.207,105.529057039438
826,119.544,104.250205362295
827,142.765,103.596171626206
828,99.342,102.985272440328
829,86.946,101.697503069564
830,126.227,99.7977284321074
831,96.187,98.0607544258878
832,78.276,97.5863753225202
833,108.597,97.0205466440371
834,86.664,95.8012726447466
835,84.103,95.3098065911054
836,110.934,94.2560720153543
837,119.152,93.34330805972
838,NaN,93.3799175700592
839,85.467,93.1503334906006
840,NaN,92.7077818001028
841,91.597,92.3548230986681
842,96.142,92.1394928413819
843,105.702,92.7663762861521
844,83.908,93.2923949775536
845,89.295,93.2748362033027
846,92.756,93.3043387749109
847,101.1,93.433118919457
848,110.009,93.9772653683858
849,72.142,94.6112002933211
850,71.367,95.1613683247492
851,98.924,95.640453401656
852,95.09,95.9382731906188
853,96.023,96.0130963971086
854,94.263,95.9195693557764
855,109.393,95.6413769840058
856,85.508,95.086546146664
857,134.754,94.3487228115105
858,98.328,93.6236278408045
859,96.726,93.0222907588115
860,81.741,92.503288359585
861,NaN,92.1689019150148
862,91.489,92.4031321865545
863,91.497,93.2244747705617
864,91.509,94.3512436207595
865,95.654,95.6045389364946
866,103.845,96.8244354301376
867,108.739,97.8747128371146
868,107.114,98.7297592695387
869,95.314,99.3777172598346
870,106.286,99.7332673492075
871,99.028,99.6727414958132
872,94.801,99.2881652108314
873,107.855,98.5194158810446
874,82.03,97.5689037444189
875,97.546,96.4417014828447
876,87.728,95.2043825121871
877,85.903,94.1816552065321
878,115.05,93.3976882197233
879,96.812,93.1408434605118
880,94.125,92.3645063253681
881,72.428,91.9219972771461
882,96.365,91.7772949107057
883,85.068,92.0901715156162
884,89.112,92.8094856354254
885,NaN,93.7634518364274
886,91.57,94.9468953761008
887,106.223,96.2759513463637
888,104.553,97.063715061378
889,118.66,97.5116276408229
890,104.521,97.8016097459033
891,89.224,97.9005249410831
892,100.178,97.7754397483801
893,97.716,97.4048666072294
894,95.563,96.5873545306055
895,97.08,95.7303071472133
896,89.574,94.4389477223312
897,75.67,93.7877101686062
898,75.897,93.3639799263898
899,74.061,93.2319400436496
900,103.219,93.3530370252534
901,94.884,93.5501083438057
902,100.914,93.9049747233389
903,100.699,94.1511176011691
904,NaN,94.0758645068326
905,80.496,94.3449006654239
906,106.08,94.6849368765129
907,84.921,94.9940742424856
908,95.561,95.1023613565049
909,103.733,94.9584900695863
910,96,94.4917501925079
911,79.539,93.9663152510485
912,92.162,93.6309694164098
913,114.158,93.4348384889416
914,90.822,93.350662595817
915,103.875,93.4054704180888
916,92.727,93.6409081597369
917,73.442,93.9234611880766
918,76.994,94.4091378561777
919,104.776,95.0300378906721
920,84.652,95.7546420283178
921,108.249,96.4651039944905
922,116.676,97.0726313131839
923,96.486,97.5282254377158
924,97.892,97.8559672837914
925,101.837,98.0458022893711
926,80.239,98.0104407645229
927,90.008,97.777836754207
928,106.202,97.5568709746694
929,94.423,97.5716599114726
930,116.718,96.6780988671675
931,93.883,96.9234946363331
932,98.871,97.3145950506461
933,97.9,97.9791024028492
934,124.052,98.8180557414418
935,85.737,99.7550445257156
936,79.327,100.843793215824
937,91.961,102.116648360732
938,112.007,102.6601057626
939,140.184,103.659263797921
940,117.962,104.205301936846
941,81.775,104.270553227008
942,122.986,103.69309622449
943,104.223,102.598297398519
944,86.516,101.780982372614
945,96.438,100.746696977162
946,89.574,99.1679629810159
947,120.122,98.7752460887972
948,103.598,98.0112912597925
949,94.964,97.5838840617361
950,103.526,97.4479702996418
951,83.355,97.6405527949194
952,93.572,98.1314908583468
953,104.681,98.7193609192242
954,97.199,98.986236842477
955,106.168,99.9592347951559
956,74.108,100.473714863933
957,101.173,101.061330497499
958,99.554,101.691527122487
959,102.793,102.506434033687
960,118.801,103.522536998317
961,105.83,103.947206437588
962,NaN,104.232761452419
963,98.418,104.1201414316
964,123.002,103.706624320113
965,110.83,102.849894387046
966,98.553,101.612932546866
967,109.417,99.5537632834876
968,92.197,97.6783690482083
969,157.777,96.1810822770216
970,83.682,94.994894021284
971,65.344,94.3034921664707
972,90.11,94.3105223180193
973,129.216,94.8677729656851
974,79.502,96.1068749629904
975,137.886,97.3640235378098
976,90.745,98.2286994608727
977,101.02,98.6223201490538
978,101.771,98.560086346659
979,111.386,97.7095907318003
980,116.136,96.4291372158027
981,98.161,94.6507728905624
982,78.508,92.4450004992382
983,85.377,89.6324805881108
984,88.616,87.785794849598
985,NaN,86.5932082260019
986,NaN,86.1469234862662
987,77.207,86.6455970297516
988,88.346,88.1959871999712
989,98.139,90.537862490775
990,88.411,93.2879768224815
991,103.991,95.7664605539026
992,107.922,98.0749438454446
993,83.933,100.138699094404
994,115.206,101.854213649474
995,104.82,103.181267266602
996,82.574,104.078905042725
997,106.551,104.274471506025
998,105.819,103.704010469068
999,100.245,102.458068851987
1000,97.586,101.271789351316
1001,88.706,100.04871864839
1002,114.673,98.897485306384
1003,110.628,97.8522403982836
1004,98.497,96.9577963107791
1005,80.407,96.1177511490463
1006,82.123,95.2982763149079
1007,82.988,94.7031917246344
1008,94.238,94.4230285886472
1009,97.722,94.3362280662798
1010,120.594,94.3328700827816
1011,95.989,94.4377866260991
1012,79.48,94.7562020849279
1013,97.496,95.3386491241746
1014,73.849,96.1845054910388
1015,85.386,97.2721421435826
