SerialNo,Displacement_mm,Velocity_mm_min_filtered,Acceleration_mm_min2_filtered
33,0.315687108195068,6.80154067157359e-05,-2.73904915318918e-07
34,0.324308598337668,8.10421640218612e-05,-3.07848207600071e-07
35,0.333046031800439,9.45919322775454e-05,-3.35056295836373e-07
36,0.341528417349753,0.000108372753215723,-3.54992277948529e-07
37,0.349408197453925,0.000122556485714286,-3.67237694784803e-07
38,0.355900115092133,0.000137226724035616,-3.7293531528746e-07
39,0.360806552709803,0.000152370569874966,-3.72501301028913e-07
40,0.364388103485027,0.000167884146668694,-3.65921184851267e-07
41,0.366518287700069,0.000183681843087236,-3.53413899111297e-07
42,0.367168975301684,0.000199452937818987,-3.35312086274283e-07
43,0.367294812094244,0.000215094280167853,-3.11780605304804e-07
44,0.367412904012464,0.000230796395677475,-2.82975548072122e-07
45,0.368434312345589,0.00024651532351132,-2.49187512374194e-07
46,0.371811202628028,0.000262057918012309,-2.10765854652512e-07
47,0.377085950898772,0.000277295284595705,-1.67775343906286e-07
48,0.383296137755206,0.000292125133733957,-1.20279038814729e-07
49,0.389856964039098,0.000306398981776781,-6.89650238233086e-08
50,0.396823066272774,0.000319936258438346,-1.46086552972062e-08
51,0.403737254624202,0.000332556556027697,4.36240621152267e-08
52,0.409026408275759,0.00034402962250972,1.0498145914849e-07
53,0.412335300665653,0.00035424567329318,1.69236925845921e-07
54,0.413883309735983,0.00036318147148489,2.30865930619648e-07
55,0.413314099597178,0.000370543865129324,2.86545005427077e-07
56,0.410453642354892,0.000376386644339348,3.41438138936107e-07
57,0.405203731241732,0.000380520609352912,3.95024296807097e-07
58,0.397645839992826,0.000384045550150318,4.5162192017442e-07
59,0.388707650713546,0.000387978402844695,5.10516345075692e-07
60,0.379161085819335,0.000392031293517791,5.70925766574115e-07
61,0.369598589255209,0.00039606766375316,6.32167588305105e-07
62,0.360953208907705,0.000400114361084435,6.89804364091881e-07
63,0.354091159304499,0.000404655826089791,7.41418234379965e-07
64,0.349478707954092,0.000409658005581856,7.84590384830944e-07
65,0.347897362144614,0.000414577911001708,8.18197396949632e-07
66,0.349970626526143,0.000419107989088006,8.42176719827556e-07
67,0.35480636138789,0.00042334627649811,8.55870039626931e-07
68,0.361625348576859,0.00042725190506713,8.58917562150047e-07
69,0.370199190503958,0.000431023448487969,8.51556682358531e-07
70,0.379951790065278,0.00043476431521015,8.34416681170373e-07
71,0.389383110409549,0.000438283579573523,8.06846901982935e-07
72,0.397536034365148,0.000441537424113066,7.69871059669844e-07
73,0.404843266785689,0.000444416286447392,7.21161799799888e-07
74,0.411255619412161,0.000446795596569308,6.58547150319881e-07
75,0.416498600669905,0.000448773454890836,5.87196053824853e-07
76,0.420465919544695,0.000450430484724828,5.13781546838554e-07
77,0.423415063251127,0.00045180663202547,4.38881126474279e-07
78,0.425948614967172,0.000453150200008004,3.69542924594245e-07
79,0.428299036866347,0.00045403263200914,3.04352966628551e-07
80,0.430770127536083,0.000454600397260274,2.42058433313126e-07
81,0.433463577726062,0.00045505799896862,1.83518252202285e-07
82,0.435897753029896,0.000455339975816167,1.30016109130605e-07
83,0.438060531341292,0.000455307954909353,8.34866025684928e-08
84,0.439785228469481,0.000454564281291914,4.51718915023796e-08
85,0.441575646213189,0.000453115921543134,1.53447949191512e-08
86,0.445407681120141,0.000451284587147468,-6.72412422987694e-09
87,0.451101169255598,0.000449452069146807,-2.09747706426968e-08
88,0.456679419520568,0.000447841184007282,-2.68038162637825e-08
89,0.461829784505652,0.000446249696590093,-2.42095144703609e-08
90,0.467326524921446,0.000444594325225963,-1.34482025670083e-08
91,0.473197326891155,0.000442911783610953,5.51354964019626e-09
92,0.479190421012312,0.000441033773363681,3.1915272681637e-08
93,0.484964575226611,0.000439406330194475,6.5734916395511e-08
94,0.490043347051942,0.000437964575416478,1.08135219117024e-07
95,0.494608974727116,0.000436839613727296,1.5958361547438e-07
96,0.49870043470887,0.000436028050431519,2.19915266645171e-07
97,0.502834903743942,0.000435657373878234,2.88648792845273e-07
98,0.5078688637285,0.000435905819374316,3.65396106848993e-07
99,0.513570944364174,0.000436777652866661,4.48573435434674e-07
100,0.51985459138988,0.00043817653031364,5.4164447794925e-07
101,0.52617692829049,0.000440151025677129,6.35110594584191e-07
102,0.531817022265995,0.000442732410507353,7.27460688076795e-07
103,0.537375582237485,0.000445728892831141,8.06174080241672e-07
104,0.54317218646416,0.000449131171079374,8.72602757763895e-07
105,0.550108839297471,0.000452802831986064,9.25362164716514e-07
106,0.559078947215933,0.000456307718361955,9.67281692384513e-07
107,0.568273627596677,0.000459564362544069,1.00200514528714e-06
108,0.576512886179936,0.000462510528625637,1.0305327837676e-06
109,0.584912311179402,0.000465012670029484,1.05454428746592e-06
110,0.593763678352752,0.000467055372635328,1.07478674035152e-06
111,0.602141459445698,0.00046863623221638,1.09104298536621e-06
112,0.609458340660842,0.000469743919290851,1.10263079018797e-06
113,0.615548807616915,0.000470548417468735,1.1094370094342e-06
114,0.62057673147589,0.000471148013454681,1.11165863612509e-06
115,0.624773161414762,0.000471650525908447,1.10852548767342e-06
116,0.62849762945025,0.000472294077090308,1.10059690716878e-06
117,0.631977584547328,0.000473140826461531,1.08704181009218e-06
118,0.634448486822237,0.000474126081755758,1.06744863145449e-06
119,0.635739000708173,0.000475290466896571,1.04580859312253e-06
120,0.636136293044476,0.000476641225641669,1.02366900114565e-06
121,0.636100271734931,0.000478076963314159,1.0068277754575e-06
122,0.63695375218665,0.000479280186000224,9.98717276367633e-07
123,0.639475219346537,0.000479829644208692,9.99734952405581e-07
124,0.644003399949097,0.000480208505421636,1.01564644764553e-06
125,0.650572412646691,0.000480325729676115,1.03864522039831e-06
126,0.6585516850338,0.000480364995688197,1.05940711376892e-06
127,0.667658656331381,0.000480323090439243,1.07921967545192e-06
128,0.677574076984514,0.000480300443082798,1.09839880283111e-06
129,0.688322237151827,0.000480790551844876,1.11687987816924e-06
130,0.700708661681553,0.000481908561824885,1.13420846657725e-06
131,0.714393981638184,0.000483497261481113,1.15014126372142e-06
132,0.728804469336526,0.000485986487240393,1.1670147909822e-06
133,0.743130449803999,0.00048932662657756,1.18289924183072e-06
134,0.755574788093266,0.000492958826572162,1.18754069425902e-06
135,0.764944910836649,0.00049673449679022,1.18099144516649e-06
136,0.77085388518448,0.00050080277171366,1.1640517164524e-06
137,0.772478299167694,0.000505397341784412,1.13053472834303e-06
138,0.769434081618028,0.000509915680348535,1.08275551177905e-06
139,0.763003848866652,0.000514243500215383,1.02399512855616e-06
140,0.75414742241962,0.000518574243999505,9.53374909095378e-07
141,0.74398576121806,0.000522363682418264,8.71990559807089e-07
142,0.733525796201675,0.000525595274649967,7.83159491035278e-07
143,0.722587859548061,0.000528037415741043,6.8595661619934e-07
144,0.71140948977688,0.000529216385560293,5.81022875994239e-07
145,0.700202063064073,0.000529573783642499,4.51097099851555e-07
146,0.689330748849009,0.000528874290793004,3.21954920449202e-07
147,0.679923295191941,0.000527056018295011,1.95481207860083e-07
148,0.672560291021084,0.000524092244281124,9.59107834372051e-08
149,0.668147226715102,0.000519979546598596,7.7194912530321e-09
150,0.667389608951414,0.000514841023755934,-6.67984650544722e-08
151,0.669219210040521,0.000508586811036966,-1.29864679448487e-07
152,0.673028596703841,0.000502360256209981,-1.83603718543112e-07
153,0.677661060185341,0.000497011144133851,-2.27536265673571e-07
154,0.681674084887171,0.000492049346853645,-2.63852701398164e-07
155,0.685548147048443,0.000487442220674248,-2.89993335505173e-07
156,0.689340430825571,0.000483324007806232,-3.02822337017391e-07
157,0.693129136042951,0.000479760079394402,-3.10807052082133e-07
158,0.697830453793834,0.000476449573194562,-3.2162100980045e-07
159,0.703512431699378,0.000473367651539091,-3.38280855053639e-07
160,0.709849749783445,0.000470989930283788,-3.6724811208523e-07
161,0.716550815387935,0.000469152078424901,-4.04387125622224e-07
162,0.723246689518594,0.000467300129871282,-4.39747909634753e-07
163,0.729708057796319,0.000465531802153496,-4.68294949559578e-07
164,0.735733116486814,0.000463275246021942,-4.88862762270501e-07
165,0.741149523791844,0.00046026875747757,-5.0022359143748e-07
166,0.74578431911298,0.000456739059316027,-5.03279307999097e-07
167,0.74940626594734,0.000452935356001467,-4.97948337135547e-07
168,0.751968448024048,0.000448819461250702,-5.02353181589543e-07
169,0.753517932543425,0.000444523157007799,-5.22057460947258e-07
170,0.753823552768898,0.0004405922555048,-5.34901096501764e-07
171,0.752783978327665,0.000437174402966244,-5.32798831642611e-07
172,0.750715239655462,0.000434038122769782,-5.20345741964673e-07
173,0.747654792940662,0.000431204428682612,-4.97867308298309e-07
174,0.743735975742894,0.000428857308993264,-4.63761698777703e-07
175,0.740027454453138,0.000427197688227,-4.13647715029916e-07
176,0.737250831241196,0.000426427028296557,-3.53997296475595e-07
177,0.736590290864669,0.000426012740984448,-3.02816774864566e-07
178,0.739382834739424,0.000425538562592625,-2.62855228565238e-07
179,0.745213487140365,0.000425292212242867,-2.2726221457485e-07
180,0.753700057603058,0.000425371799144343,-1.9885913751093e-07
181,0.76456874861077,0.000425527626920179,-1.7950814224244e-07
182,0.777232721052109,0.000425572609175854,-1.60354144953482e-07
183,0.791345959759639,0.000425586848437584,-1.40016140032634e-07
184,0.806337349122832,0.000425269200251985,-1.19910478953849e-07
185,0.821890653554406,0.000424659967495033,-9.73550293078536e-08
186,0.837965460436132,0.000424103287867005,-7.10324221086177e-08
187,0.854117246779222,0.000423632999559286,-4.32643520141368e-08
188,0.870487479494882,0.000423298661064883,-1.31743543338057e-08
189,0.886312978098518,0.000423580932171297,2.04956488484136e-08
190,0.899220031773212,0.000424153233638031,7.21281909796772e-08
191,0.909376954358138,0.000425295615165689,1.28173134503919e-07
192,0.918659667739878,0.00042710666604787,1.88661507886233e-07
193,0.927279745723717,0.000429757638312193,2.3624668195738e-07
194,0.934827421184347,0.000433289102884543,2.81895293924517e-07
195,0.941571330143299,0.000437681341176065,3.23938747830973e-07
196,0.94789951686085,0.000443575697929956,3.59444145578303e-07
197,0.95418293018596,0.000450159201416619,3.87436670455657e-07
198,0.960554870682078,0.000456540785958391,4.03176254489899e-07
199,0.966567534831534,0.000463052618488224,4.06414393555479e-07
200,0.972000066876,0.000469529481584278,3.94619190489927e-07
201,0.976706393954261,0.000475695155980533,3.60676939509434e-07
202,0.980549753235228,0.000481284967530318,3.09639775067913e-07
203,0.983649074814552,0.000486440018091544,2.48905586097997e-07
204,0.986256747051261,0.000491396270713798,1.82628357245726e-07
205,0.988712714723471,0.000495246362684164,1.22386661109908e-07
206,0.990793730268687,0.000497945687559372,7.13526943408271e-08
207,0.992392321403586,0.000500059099083891,2.43206056098568e-08
208,0.993713020299843,0.000501381201919405,-2.02083388155896e-08
209,0.994206609664547,0.000502486032885493,-6.20752781688793e-08
210,0.994094022102297,0.000503608360084839,-1.01868508910936e-07
211,0.995572286865971,0.000504689037877244,-1.39088960681137e-07
212,0.999904506415448,0.0005057550761081,-1.72451712537097e-07
213,1.00589599874388,0.00050714159550934,-1.84090167222884e-07
214,1.01252072832098,0.000509267087513447,-1.72983236301037e-07
215,1.02005785093487,0.000511821887380631,-1.54546355807865e-07
216,1.02816635615892,0.000514519274181423,-1.30481280671883e-07
217,1.03673090832738,0.000517640246322946,-9.92312226535736e-08
218,1.04712778737501,0.00052111552819838,-6.25654433033687e-08
219,1.0589886498524,0.000524916280716669,-2.62737335870562e-08
220,1.07055517783332,0.000528972817408365,-1.4702475079908e-09
221,1.0810601083224,0.000532899102787932,1.00643296155515e-08
222,1.09000512971312,0.00053654331584302,1.66351546562427e-08
223,1.09693388859265,0.000539912242700175,1.64459502257907e-08
224,1.10193281219361,0.00054315705965671,8.026714562288e-09
225,1.10446498948093,0.000546175228023963,-6.4599463040746e-09
226,1.10357984797065,0.000548761059559295,-2.52789192223824e-08
227,1.09994271071672,0.000550883578157749,-4.7778419092453e-08
228,1.09453269145791,0.000552466673078699,-7.140441056054e-08
229,1.08833259073966,0.000553914609352198,-9.564996949369e-08
230,1.08221816892486,0.0005547842338301,-1.22440644532412e-07
231,1.07649313866655,0.000555143972458008,-1.5177528389838e-07
232,1.07152054909827,0.000554808069480326,-1.82998951947563e-07
233,1.06771483579534,0.00055379608474018,-2.1509512897149e-07
234,1.06606866972639,0.000552245204407461,-2.45874621857447e-07
235,1.06744448447583,0.000550221549186999,-2.73002285417745e-07
236,1.07181713667969,0.000547843167492059,-2.96258749100814e-07
237,1.07986239084518,0.000545167787206798,-3.15649111540273e-07
238,1.09204043705551,0.000542056710610271,-3.29371960111813e-07
239,1.10606961462701,0.000538508248838279,-3.37332984541488e-07
240,1.12044964644359,0.000534593136266389,-3.39551099248298e-07
241,1.13487686192362,0.000530423814641637,-3.36274862825081e-07
242,1.14793081854453,0.000526247740145604,-3.30168819100788e-07
243,1.15898315924124,0.000522173210620022,-3.19633648193896e-07
244,1.16797711315995,0.000518231277956476,-3.03041366142132e-07
245,1.17430808700379,0.000514666795144386,-2.82655367195611e-07
246,1.17785838054512,0.000511541172826256,-2.59500803779361e-07
247,1.17959626049503,0.000508980843849178,-2.34188609788714e-07
248,1.18008023579595,0.000507037116457597,-2.07522360264482e-07
249,1.17977249833999,0.000505501105355804,-1.7952155825071e-07
250,1.17965306721317,0.000504724285963079,-1.50500601778702e-07
251,1.18032952633671,0.000504585325297305,-1.24279098635158e-07
252,1.18212930046872,0.000504795245250718,-9.86901726775696e-08
253,1.18556303760661,0.000505302143767579,-7.4912758200567e-08
254,1.19075456237431,0.000506027431518647,-5.53581507499783e-08
255,1.19708810627034,0.000507020712671399,-3.90029450604898e-08
256,1.20428318182901,0.000508263247757059,-2.62241585349697e-08
257,1.21227199156887,0.000509791641794634,-1.82220139803387e-08
258,1.22062378936223,0.000511458173045129,-1.306395423877e-08
259,1.22877283557881,0.000512958666609973,-9.0313416714783e-09
260,1.23627721283831,0.000514188225643513,-5.17930567900091e-09
261,1.24259542306903,0.000515294195053553,-4.79402504394629e-10
262,1.24772422098833,0.000516304405048842,6.95663844195242e-09
263,1.25233127969856,0.000517432885888134,1.69096952044666e-08
264,1.2567583808373,0.000518765710940525,2.62645183892801e-08
265,1.26100805191079,0.00052030300694853,3.34483219519254e-08
266,1.26485181726452,0.000522138464819979,3.86317220969802e-08
267,1.26837033471806,0.000524218226410346,4.11845017235733e-08
268,1.27181026471648,0.000526548204352927,4.28878927330639e-08
269,1.27567961314575,0.000528834703455644,4.19743495884898e-08
270,1.28048244375344,0.000530654654794308,3.74419427285535e-08
271,1.28593913435441,0.000532007763899804,2.86830480729627e-08
272,1.29184004322086,0.00053313873556273,1.67939616088792e-08
273,1.29803981189732,0.000534002916738961,4.62307879651089e-10
274,1.30437324451355,0.000534468613467427,-1.86940844071228e-08
275,1.31092275442047,0.000534484633220815,-3.72905240664494e-08
276,1.31763971286818,0.000533807815469735,-5.60132976583473e-08
277,1.32434993024192,0.000532576810705907,-7.33688476750248e-08
278,1.33106726777285,0.000531191540432424,-8.61857816788257e-08
279,1.3379193071241,0.000529677403370724,-9.40194324979025e-08
280,1.34495220853218,0.000527945888963588,-9.63978894568882e-08
281,1.35224400586894,0.000525971362165673,-9.2280819187908e-08
282,1.35957806568128,0.000523803787416401,-8.09289471347107e-08
283,1.36648244592749,0.000521825234258565,-6.48324061605073e-08
284,1.37267647803931,0.00052013772967025,-4.50886100090955e-08
285,1.37792711588992,0.000519357751695979,-2.37599819369916e-08
286,1.38254771744135,0.000519279922864971,-4.93677559983416e-09
287,1.38694655613176,0.000519778779424341,1.18970448982373e-08
288,1.39052258245936,0.000520736850648482,2.77658501548814e-08
289,1.39355459693514,0.000522089914966265,4.12851316002808e-08
290,1.39728946238098,0.000523508934750301,5.0702294826198e-08
291,1.40172722556747,0.000524828481059307,5.53510658369936e-08
292,1.40648945195208,0.000525933262628821,5.50840957015614e-08
293,1.41140804194637,0.000526781960481153,5.01415996075212e-08
294,1.41606996645862,0.000527253041086711,4.14311795782293e-08
295,1.4202355425755,0.000527334967605386,2.94762820238425e-08
296,1.42440285809728,0.000527053094664248,1.90402049739643e-08
297,1.42840690378729,0.000526459049910771,8.06177001455595e-09
298,1.43093990657286,0.00052563208094804,-5.30906627924281e-09
299,1.43214542124676,0.000524606399554467,-1.94166719153533e-08
300,1.43244885605647,0.000523546225024233,-3.27254646965802e-08
301,1.43262893791043,0.000522494506035465,-4.31403420960866e-08
302,1.43474134128629,0.000521271241039242,-4.9490175651137e-08
303,1.43949941111869,0.000520032982214628,-5.32543847102253e-08
304,1.44680958216717,0.00051905420770099,-5.54568227975347e-08
305,1.45659564048333,0.000518425303585579,-5.72433908107563e-08
306,1.46830871693748,0.000518050577288294,-5.93685109654726e-08
307,1.48109226966365,0.000517926765899019,-6.4756505071601e-08
308,1.49438667697857,0.000518103637950102,-7.60314853135439e-08
309,1.50873730525462,0.000518341759758321,-9.16207015231416e-08
310,1.52427671546126,0.000518396382259986,-1.10603401218706e-07
311,1.53971744766169,0.000518136476162708,-1.33767206490627e-07
312,1.55404244847581,0.000517478754168163,-1.6071754830204e-07
313,1.56674994174416,0.000516276269911601,-1.93811857785173e-07
314,1.57742544877123,0.000514422447430736,-2.3067826764579e-07
315,1.58578390375072,0.000512133514612845,-2.69341834972516e-07
316,1.59194632218116,0.000509514279419994,-3.07463333604089e-07
317,1.59478989440078,0.000506303213115055,-3.44287439704222e-07
318,1.59296735368939,0.000502423335027399,-3.80088378389573e-07
319,1.5883129963934,0.000497956903113161,-4.15583698904223e-07
320,1.58232131021534,0.000492955428802865,-4.48993171436087e-07
321,1.57696829152603,0.000487769900277285,-4.7607635853965e-07
322,1.57476823971038,0.000482578353523949,-4.96367576606601e-07
323,1.57515702167394,0.000477233777459646,-5.09756622024349e-07
324,1.57752765316106,0.000471837923400354,-5.13019605377994e-07
325,1.58166263655422,0.000466656141773957,-5.0548435556528e-07
326,1.58720590838181,0.000461765845665921,-4.87255904849931e-07
327,1.59414032590173,0.000457265332611653,-4.60172958347465e-07
328,1.60233528921201,0.000453424331678406,-4.26708012879498e-07
329,1.6113007014389,0.000450159729819975,-3.89639984814209e-07
330,1.62018309427952,0.000446965446402638,-3.50926256724036e-07
331,1.62857083222403,0.00044441317348879,-3.09841826094254e-07
332,1.6363114659141,0.000442389928050388,-2.67326993293408e-07
333,1.64339405740846,0.000440880300333065,-2.25463349215692e-07
334,1.64980030523995,0.000439758558685184,-1.84916610200012e-07
335,1.65524536733766,0.000439056598108891,-1.45291582083502e-07
336,1.65948759710803,0.000438790572297164,-1.06977837122476e-07
337,1.66208668337123,0.000438920315536698,-7.0219037814963e-08
338,1.66323940698838,0.000439454308701569,-3.53881842873772e-08
339,1.66412683283772,0.000440488236143249,-3.03333714750519e-09
340,1.66550927180153,0.000442027238246144,2.64854282321102e-08
341,1.66799163226275,0.000444058610198965,5.11434447764925e-08
342,1.67156531702031,0.000446627147914873,7.02074005350895e-08
343,1.67559320281655,0.000449646403998576,8.51819604259527e-08
344,1.67985562479395,0.000452971651193524,9.66545826419634e-08
345,1.684634953205,0.000456381248942355,1.04219083485445e-07
346,1.69045462766703,0.000459573439984602,1.0733786007168e-07
347,1.69711867893992,0.000462722185173231,1.05813549674201e-07
348,1.70431546994282,0.000466005303069508,9.92011896763971e-08
349,1.71147285903746,0.000469513416570668,8.78055031874789e-08
350,1.71789876455064,0.000473114616951262,7.30214971988708e-08
351,1.7238530569741,0.000476901006696595,5.51578536216754e-08
352,1.72948537396558,0.000480900096622363,3.45311170273602e-08
353,1.73486270096637,0.000484987064997507,1.25293372759586e-08
354,1.74029692074582,0.00048888307455228,-1.03527015234842e-08
355,1.74580344102517,0.000492618128754279,-3.42408407367415e-08
356,1.75140720680414,0.000496355981651627,-5.85758620118709e-08
357,1.75723774112592,0.00050015082887796,-8.31669542360509e-08
358,1.76302665289629,0.000504024300458619,-1.07750040875727e-07
359,1.76835360152051,0.000507973419750835,-1.32110200316676e-07
360,1.77303129174953,0.000511998266999686,-1.56448416715276e-07
361,1.7768526993246,0.000516023878563466,-1.81132248451233e-07
362,1.7800621704185,0.00051988490534683,-2.0601075978365e-07
363,1.78329563974985,0.000523512441965736,-2.28867088434335e-07
364,1.78686379686028,0.000526965189342828,-2.48246220483472e-07
365,1.79100242390948,0.000530307083477192,-2.64293203862504e-07
366,1.79560866259416,0.000533654764830366,-2.76555880978273e-07
367,1.80023405479117,0.000537102522793842,-2.82541735437774e-07
368,1.80456863191267,0.000540663078363242,-2.81379879589053e-07
369,1.80853520908342,0.000544282997184691,-2.75778025867882e-07
370,1.81269118682436,0.000547925968168508,-2.67355186869649e-07
371,1.81721822123066,0.000551665949827798,-2.57726067056985e-07
372,1.82144266047367,0.000555612256323935,-2.48161710310965e-07
373,1.82540261534562,0.000559515768704883,-2.38831963291206e-07
374,1.82955960991667,0.000563613033771131,-2.30231825776633e-07
375,1.83373697430849,0.000567981420184941,-2.22969829801335e-07
376,1.83774916742588,0.000572156698073373,-2.17435725806414e-07
377,1.84137200960701,0.000576152808540153,-2.13274925401819e-07
378,1.84441910835656,0.000580064496742408,-2.10321244610462e-07
379,1.84726406413102,0.000583932063975082,-2.08927672684796e-07
380,1.8501276070188,0.000587733822681988,-2.09544223302845e-07
381,1.85337933617281,0.000591290025664745,-2.11896278286792e-07
382,1.85743103934238,0.000594550616960736,-2.15304053315901e-07
383,1.86201485369431,0.000597000630440342,-2.19456200177402e-07
384,1.86706835793208,0.000598498630415491,-2.24236815700466e-07
385,1.87236102386543,0.000599834234620981,-2.29514316568852e-07
386,1.87746099465825,0.000601086573806948,-2.35283699820246e-07
387,1.88270964371935,0.00060144500759973,-2.41734341887331e-07
388,1.88835925912671,0.000601978522638757,-2.48872656257791e-07
389,1.89491209907352,0.000602911361619645,-2.56769268536732e-07
390,1.90298638334705,0.000604150541424366,-2.65123451280604e-07
391,1.91197296859597,0.000605952146326017,-2.73212997841674e-07
392,1.92144932348902,0.000608430014006734,-2.8054582155641e-07
393,1.93187518666498,0.000611544907881536,-2.86254505712436e-07
394,1.94329331627005,0.000615026299618277,-2.90095046179886e-07
395,1.955295575896,0.000618869974947463,-2.92832572491491e-07
396,1.9674745521396,0.000622983063589663,-2.95252325375188e-07
397,1.97966166690326,0.000627277315542804,-2.97656110815651e-07
398,1.99231120507867,0.000631714936630348,-2.98758432385695e-07
399,2.00509828593029,0.000636469982777997,-2.98447583057634e-07
400,2.01709847297712,0.000641682819840201,-2.9891313819677e-07
401,2.02801515790595,0.000647102012941747,-3.00807988196462e-07
402,2.03724459811769,0.000652496000044735,-3.04678381386944e-07
403,2.04470428439506,0.000657133116085692,-3.10181449888561e-07
404,2.05142398711766,0.000661621489820897,-3.14135187112259e-07
405,2.05786201662555,0.00066603753666446,-3.14821902797666e-07
406,2.0622631654499,0.000670281971510882,-3.12450707252959e-07
407,2.06566755752958,0.000674810180934408,-3.06268481019217e-07
408,2.0739440824239,0.000679791544778111,-2.9559773175831e-07
409,2.08688444072883,0.000685263265262581,-2.79747763965683e-07
410,2.0989782779693,0.000691008900255046,-2.5758395593002e-07
411,2.10913196148128,0.000696895906255684,-2.29477934405033e-07
412,2.11825430352361,0.000702848971660378,-1.94240060309125e-07
413,2.12657652401931,0.000708871161775835,-1.53389197566851e-07
414,2.1346365046168,0.000715078113445417,-1.11353576385769e-07
415,2.14257737699807,0.000721478459702096,-6.93864750278075e-08
416,2.15072244938748,0.000728001642174223,-2.58697090141505e-08
417,2.15911674132836,0.000734581027734555,1.85016657145886e-08
418,2.16629331268308,0.000741111056867579,6.41683727806963e-08
419,2.17144533122362,0.000747576097675157,1.09641283876038e-07
420,2.17609109684039,0.000754021831651001,1.50123751797953e-07
421,2.18072041414761,0.000760528694687161,1.83452537528309e-07
422,2.18442832083277,0.000767154657601165,2.08336844114099e-07
423,2.18823997520658,0.00077364488727487,2.23985167930614e-07
424,2.1932062941021,0.000779673640423217,2.30160864023612e-07
425,2.19941983921574,0.000785111165653172,2.27344829571537e-07
426,2.20743464259927,0.000790049324020981,2.16928986672103e-07
427,2.22012471719307,0.000794496807299863,1.98823127670423e-07
428,2.23891692774285,0.000799284998566425,1.72662588727084e-07
429,2.25752944299272,0.000804839713052417,1.3816283336945e-07
430,2.27200978337156,0.000810196277330899,9.61288853888105e-08
431,2.28512391152953,0.000815697033778467,4.57844639021964e-08
432,2.29790432628322,0.000822327931964786,-1.40424769924955e-08
433,2.30957666431385,0.000828406467331225,-8.55348476937414e-08
434,2.31935999216707,0.00083339187060187,-1.69965204598192e-07
435,2.32670215220152,0.000837187226083287,-2.58848244752085e-07
436,2.33164979855383,0.000839920062177995,-3.47978304019929e-07
437,2.33376798031404,0.000841560596126874,-4.38251570230142e-07
438,2.33302899125208,0.000842142918663373,-5.316021816552e-07
439,2.3314717257427,0.000841674406047704,-6.26974607116292e-07
440,2.33039010007561,0.000840121368819665,-7.17662486430235e-07
441,2.32873969138433,0.000837500837588791,-8.01149534753667e-07
442,2.32639119155685,0.000833908102214626,-8.76776621153862e-07
443,2.32463638673679,0.000829289304476762,-9.49284269031218e-07
444,2.32436257237112,0.000823627874109218,-1.01216999113373e-06
445,2.3262591366611,0.000816716389500014,-1.06089462295923e-06
446,2.33044368285013,0.000808520376830307,-1.09399228458545e-06
447,2.33657229342232,0.00079893672232974,-1.11018988207953e-06
448,2.34447505949533,0.000789050033670008,-1.1002684612526e-06
449,2.35415874163326,0.000779447905858436,-1.07495501601705e-06
450,2.36601223756383,0.000769884503587145,-1.0347181741391e-06
451,2.37976989905491,0.000760590512689444,-9.80828506553245e-07
452,2.39483370960883,0.000752099196986872,-9.08298863050096e-07
