SerialNo,RawDisplacement,FilteredDisplacement
90,0.479,0.467326524921446
91,0.406,0.473197326891155
92,0.658,0.479190421012312
93,0.439,0.484964575226611
94,0.404,0.490043347051942
95,0.712,0.494608974727116
96,0.546,0.49870043470887
97,0.458,0.502834903743942
98,0,0.5078688637285
99,0.647,0.513570944364174
100,0.459,0.51985459138988
101,0.443,0.52617692829049
102,0.537,0.531817022265995
103,0.514,0.537375582237485
104,0.463,0.54317218646416
105,4.417,0.550108839297471
106,0.719,0.559078947215933
107,0.653,0.568273627596677
108,0.59,0.576512886179936
109,0.52,0.584912311179402
110,0.545,0.593763678352752
111,0.628,0.602141459445698
112,0.624,0.609458340660842
113,0.573,0.615548807616915
114,0.679,0.62057673147589
115,0.457,0.624773161414762
116,0.676,0.62849762945025
117,0.644,0.631977584547328
118,0.444,0.634448486822237
119,0.526,0.635739000708173
120,0.745,0.636136293044476
121,0.651,0.636100271734931
122,0.59,0.63695375218665
123,0.638,0.639475219346537
124,0.609,0.644003399949097
125,0.648,0.650572412646691
126,0.711,0.6585516850338
127,0.801,0.667658656331381
128,0.526,0.677574076984514
129,0.746,0.688322237151827
130,0.595,0.700708661681553
131,0.515,0.714393981638184
132,0.771,0.728804469336526
133,0.575,0.743130449803999
134,0.748,0.755574788093266
135,0.761,0.764944910836649
136,0.851,0.77085388518448
137,0.784,0.772478299167694
138,0.793,0.769434081618028
139,0.785,0.763003848866652
140,0.693,0.75414742241962
141,0.809,0.74398576121806
142,0.651,0.733525796201675
143,0.619,0.722587859548061
144,0.747,0.71140948977688
145,0.815,0.700202063064073
146,0.678,0.689330748849009
147,0.659,0.679923295191941
148,0.558,0.672560291021084
149,0.976,0.668147226715102
150,0.641,0.667389608951414
151,0.837,0.669219210040521
152,0.679,0.673028596703841
153,0,0.677661060185341
154,0.578,0.681674084887171
155,0.861,0.685548147048443
156,0.758,0.689340430825571
157,0.604,0.693129136042951
158,0.691,0.697830453793834
159,0.67,0.703512431699378
160,0.774,0.709849749783445
161,0.719,0.716550815387935
162,0.729,0.723246689518594
163,0.682,0.729708057796319
164,0.646,0.735733116486814
165,0.856,0.741149523791844
166,0.877,0.74578431911298
167,0.717,0.74940626594734
168,0.837,0.751968448024048
169,0.703,0.753517932543425
170,0.876,0.753823552768898
171,0.786,0.752783978327665
172,0.731,0.750715239655462
173,0.708,0.747654792940662
174,0.924,0.743735975742894
175,0.68,0.740027454453138
176,0.819,0.737250831241196
177,0.642,0.736590290864669
178,0.743,0.739382834739424
179,0.714,0.745213487140365
180,0.6,0.753700057603058
181,0.795,0.76456874861077
182,0.82,0.777232721052109
183,0.739,0.791345959759639
184,0.799,0.806337349122832
185,0.839,0.821890653554406
186,0.674,0.837965460436132
187,0.872,0.854117246779222
188,0.935,0.870487479494882
189,0.907,0.886312978098518
190,0.913,0.899220031773212
191,0.871,0.909376954358138
192,0.926,0.918659667739878
193,1.002,0.927279745723717
194,1.15,0.934827421184347
195,0.801,0.941571330143299
196,0.823,0.94789951686085
197,0.814,0.95418293018596
198,1.042,0.960554870682078
199,1.075,0.966567534831534
200,1.002,0.972000066876
201,0.797,0.976706393954261
202,0.904,0.980549753235228
203,0.973,0.983649074814552
204,0.98,0.986256747051261
205,1.144,0.988712714723471
206,2.207,0.990793730268687
207,1.061,0.992392321403586
208,0.924,0.993713020299843
209,1.012,0.994206609664547
210,0.812,0.994094022102297
211,0.988,0.995572286865971
212,1.001,0.999904506415448
213,0.864,1.00589599874388
214,0.965,1.01252072832098
215,1.146,1.02005785093487
216,1,1.02816635615892
217,1.072,1.03673090832738
218,1.253,1.04712778737501
219,0.975,1.0589886498524
220,1.108,1.07055517783332
221,1.008,1.0810601083224
222,1.142,1.09000512971312
223,1.032,1.09693388859265
224,1.147,1.10193281219361
225,1.184,1.10446498948093
226,1.032,1.10357984797065
227,1.161,1.09994271071672
228,0.889,1.09453269145791
229,1.081,1.08833259073966
230,1.203,1.08221816892486
231,1.314,1.07649313866655
232,0.956,1.07152054909827
233,0.977,1.06771483579534
234,1.043,1.06606866972639
235,1.115,1.06744448447583
236,1.039,1.07181713667969
237,1.197,1.07986239084518
238,1.086,1.09204043705551
239,1.048,1.10606961462701
240,1.018,1.12044964644359
241,1.133,1.13487686192362
242,1.178,1.14793081854453
243,1.226,1.15898315924124
244,1.138,1.16797711315995
245,1.194,1.17430808700379
246,1.309,1.17785838054512
247,1.281,1.17959626049503
248,1.121,1.18008023579595
249,1.235,1.17977249833999
250,1.155,1.17965306721317
251,1.136,1.18032952633671
252,1.092,1.18212930046872
253,1.367,1.18556303760661
254,1.124,1.19075456237431
255,1.183,1.19708810627034
256,1.013,1.20428318182901
257,1.318,1.21227199156887
258,1.211,1.22062378936223
259,1.337,1.22877283557881
260,1.26,1.23627721283831
261,1.244,1.24259542306903
262,0,1.24772422098833
263,1.239,1.25233127969856
264,1.061,1.2567583808373
265,1.276,1.26100805191079
266,1.369,1.26485181726452
267,1.176,1.26837033471806
268,1.056,1.27181026471648
269,4.104,1.27567961314575
270,1.313,1.28048244375344
271,1.169,1.28593913435441
272,1.28,1.29184004322086
273,1.338,1.29803981189732
274,1.212,1.30437324451355
275,1.432,1.31092275442047
276,1.375,1.31763971286818
277,1.212,1.32434993024192
278,1.391,1.33106726777285
279,1.247,1.3379193071241
280,1.282,1.34495220853218
281,1.344,1.35224400586894
282,1.426,1.35957806568128
283,1.347,1.36648244592749
284,1.397,1.37267647803931
285,1.504,1.37792711588992
286,1.394,1.38254771744135
287,1.309,1.38694655613176
288,1.451,1.39052258245936
289,1.331,1.39355459693514
290,1.364,1.39728946238098
291,1.455,1.40172722556747
292,1.464,1.40648945195208
293,1.391,1.41140804194637
294,1.38,1.41606996645862
295,1.598,1.4202355425755
296,1.201,1.42440285809728
297,1.463,1.42840690378729
298,1.433,1.43093990657286
299,1.391,1.43214542124676
300,1.995,1.43244885605647
301,1.346,1.43262893791043
302,2.517,1.43474134128629
303,1.558,1.43949941111869
304,1.391,1.44680958216717
305,1.452,1.45659564048333
306,1.243,1.46830871693748
307,1.3,1.48109226966365
308,1.504,1.49438667697857
309,1.591,1.50873730525462
310,1.419,1.52427671546126
311,1.653,1.53971744766169
312,1.623,1.55404244847581
313,1.59,1.56674994174416
314,1.616,1.57742544877123
315,1.645,1.58578390375072
316,1.468,1.59194632218116
317,1.48,1.59478989440078
318,1.603,1.59296735368939
319,1.417,1.5883129963934
320,1.576,1.58232131021534
321,1.596,1.57696829152603
322,1.622,1.57476823971038
323,1.615,1.57515702167394
324,1.436,1.57752765316106
325,1.401,1.58166263655422
326,1.582,1.58720590838181
327,1.826,1.59414032590173
328,1.49,1.60233528921201
329,1.562,1.6113007014389
330,1.63,1.62018309427952
331,1.551,1.62857083222403
332,1.677,1.6363114659141
333,1.69,1.64339405740846
334,1.778,1.64980030523995
335,1.686,1.65524536733766
336,1.607,1.65948759710803
337,1.729,1.66208668337123
338,1.647,1.66323940698838
339,1.622,1.66412683283772
340,1.625,1.66550927180153
341,1.623,1.66799163226275
342,1.784,1.67156531702031
343,1.789,1.67559320281655
344,1.715,1.67985562479395
345,1.646,1.684634953205
346,1.714,1.69045462766703
347,1.628,1.69711867893992
348,1.699,1.70431546994282
349,1.561,1.71147285903746
350,1.703,1.71789876455064
351,1.807,1.7238530569741
352,1.671,1.72948537396558
353,1.833,1.73486270096637
354,1.794,1.74029692074582
355,1.781,1.74580344102517
356,1.689,1.75140720680414
357,1.659,1.75723774112592
358,1.857,1.76302665289629
359,1.645,1.76835360152051
360,1.726,1.77303129174953
361,2.687,1.7768526993246
362,2.018,1.7800621704185
363,1.852,1.78329563974985
364,1.722,1.78686379686028
365,1.793,1.79100242390948
366,1.777,1.79560866259416
367,0.419,1.80023405479117
368,1.912,1.80456863191267
369,1.754,1.80853520908342
370,1.839,1.81269118682436
371,1.922,1.81721822123066
372,1.712,1.82144266047367
373,1.827,1.82540261534562
374,1.812,1.82955960991667
375,1.853,1.83373697430849
376,4.441,1.83774916742588
377,1.797,1.84137200960701
378,1.662,1.84441910835656
379,0,1.84726406413102
380,1.899,1.8501276070188
381,1.936,1.85337933617281
382,1.864,1.85743103934238
383,1.703,1.86201485369431
384,1.861,1.86706835793208
385,1.799,1.87236102386543
386,1.904,1.87746099465825
387,1.944,1.88270964371935
388,1.783,1.88835925912671
389,1.91,1.89491209907352
390,1.733,1.90298638334705
391,1.944,1.91197296859597
392,1.951,1.92144932348902
393,1.824,1.93187518666498
394,1.837,1.94329331627005
395,2.161,1.955295575896
396,2.025,1.9674745521396
397,1.928,1.97966166690326
398,1.972,1.99231120507867
399,1.896,2.00509828593029
400,2.046,2.01709847297712
401,2.016,2.02801515790595
402,2.108,2.03724459811769
403,2.144,2.04470428439506
404,2.187,2.05142398711766
405,2.144,2.05786201662555
406,2.043,2.0622631654499
407,1.936,2.06566755752958
408,2.047,2.0739440824239
409,2.075,2.08688444072883
410,2.126,2.0989782779693
411,2.039,2.10913196148128
412,1.979,2.11825430352361
413,2.131,2.12657652401931
414,2.353,2.1346365046168
415,2.256,2.14257737699807
416,2.24,2.15072244938748
417,2.092,2.15911674132836
418,2.062,2.16629331268308
419,2.222,2.17144533122362
420,2.278,2.17609109684039
421,2.134,2.18072041414761
422,2.109,2.18442832083277
423,2.115,2.18823997520658
424,2.194,2.1932062941021
425,2.172,2.19941983921574
426,2.187,2.20743464259927
427,2.317,2.22012471719307
428,2.288,2.23891692774285
429,2.192,2.25752944299272
430,2.217,2.27200978337156
431,2.326,2.28512391152953
432,2.288,2.29790432628322
433,2.408,2.30957666431385
434,2.318,2.31935999216707
435,2.284,2.32670215220152
436,3.187,2.33164979855383
437,2.12,2.33376798031404
438,2.388,2.33302899125208
439,2.393,2.3314717257427
440,2.43,2.33039010007561
441,2.175,2.32873969138433
442,2.342,2.32639119155685
443,2.248,2.32463638673679
444,2.312,2.32436257237112
445,2.173,2.3262591366611
446,2.268,2.33044368285013
447,2.336,2.33657229342232
448,0,2.34447505949533
449,2.435,2.35415874163326
450,2.53,2.36601223756383
451,2.366,2.37976989905491
452,2.338,2.39483370960883
453,2.422,2.41023101996567
454,2.425,2.42505536261887
455,2.29,2.43932846419308
456,2.286,2.45260101761111
457,2.643,2.46466045448539
458,2.445,2.47590583401852
459,2.51,2.48575565735049
460,2.493,2.49400413484334
461,2.492,2.50006880142469
462,2.579,2.50207358171753
463,2.677,2.49996966405697
464,2.516,2.4945103996652
465,2.48,2.48643937270137
466,2.576,2.47743510431272
467,2.462,2.46904684188768
468,2.375,2.462004167962
469,2.569,2.45740929863465
470,2.422,2.45646497463541
471,2.438,2.45887593001358
472,2.395,2.46448148828913
473,2.277,2.47290803286099
474,2.408,2.48307870077608
475,2.557,2.49469442228405
476,2.676,2.50756520135732
477,2.509,2.52181551382861
478,2.498,2.53756433114166
479,6.43,2.5537247387846
480,2.573,2.56927862429567
481,2.581,2.58293924300358
482,0,2.59419283577409
483,2.574,2.60428559223019
484,2.563,2.61390635527719
485,2.621,2.62328737474246
486,2.694,2.63208520151193
487,2.923,2.63976541707017
488,2.82,2.64627474493936
489,2.68,2.65222292195956
490,2.609,2.65846628377175
491,2.657,2.66468288447117
492,2.606,2.6705351316724
493,2.701,2.67552540555214
494,2.719,2.67917006548643
495,2.753,2.68209696264841
496,2.501,2.68478261951394
497,2.62,2.68754020930904
498,2.86,2.69060662249198
499,2.611,2.69394870506623
500,2.65,2.69783847752894
501,2.7,2.70267783499219
502,2.88,2.70816600930045
503,2.809,2.71396329926032
504,2.721,2.72055545168193
505,2.71,2.72756085764232
506,2.697,2.73442540961789
507,2.648,2.74175336264926
508,2.698,2.74998098886681
509,2.961,2.75930369562585
510,2.941,2.76953723915466
511,2.764,2.78011546708012
512,2.755,2.79081017074367
513,2.929,2.80152336105057
514,2.764,2.81223063084848
515,2.903,2.82297489340104
516,2.731,2.83371861448632
517,2.864,2.84429231316918
518,2.807,2.85461410245038
519,2.911,2.8648071494758
520,2.997,2.87447034131309
521,2.815,2.88354241616888
522,2.776,2.89291203661036
523,2.862,2.90284719094351
524,3.035,2.91402137454386
525,2.924,2.92504356226075
526,2.912,2.93196442840319
527,3.05,2.93506935576648
528,2.999,2.93608738354141
529,3.189,2.93630445186478
530,2.855,2.93859014415878
531,2.97,2.94400823649907
532,2.843,2.95267978621139
533,2.883,2.96434652913557
534,3.13,2.97762502335856
535,2.911,2.99197148863838
536,3.162,3.0077204896325
537,2.905,3.0244475807491
538,3.018,3.04122506245217
539,2.916,3.0575596769809
540,3.11,3.07306354800903
541,6.634,3.08804390252082
542,3.196,3.10249339126857
543,3.164,3.11488272264621
544,3.1,3.12460416777349
545,3.107,3.12974033229695
546,2.976,3.12890394920566
547,3.147,3.12600275992868
548,3.109,3.1235232567952
549,3.193,3.12311171171501
550,3.208,3.12682586910378
551,3.08,3.13342573599495
552,3.081,3.14219604066227
553,3.17,3.15241130531749
554,3.144,3.16293456950864
555,3.034,3.17438730610971
556,3.087,3.18701028984679
557,3.31,3.1999788906072
558,3.261,3.21311744027588
559,3.22,3.22661782504324
560,3.355,3.23976290483574
561,3.23,3.25224312181779
562,3.311,3.26541934390529
563,3.249,3.27874358408744
564,3.267,3.28906566064091
565,3.58,3.2961300874365
566,3.201,3.30223030089456
567,3.334,3.30828736707793
568,3.341,3.31414921935577
569,3.413,3.32023458602767
570,3.302,3.32696772945867
571,3.52,3.33399769913059
572,3.289,3.34108585226953
573,3.286,3.34808444738004
574,3.426,3.35495430668678
575,3.471,3.36195771680587
576,3.228,3.36932802506232
577,3.281,3.37707529469743
578,3.386,3.38476954396298
579,3.439,3.39207277818188
580,3.524,3.39900698662513
581,3.406,3.40629123459316
582,3.519,3.4145315765246
583,3.231,3.42191494263544
584,3.299,3.42726648280251
585,3.428,3.43343622289745
586,3.541,3.4422441835283
587,3.414,3.45221543006884
588,3.427,3.46244674217392
589,3.499,3.47300509926752
590,3.452,3.48373985028207
591,3.625,3.49417649887793
592,3.499,3.50428788999627
593,3.74,3.51369362044931
594,3.799,3.52080346279227
595,3.478,3.5254658269462
596,3.535,3.52881423703957
597,3.645,3.53095238947725
598,3.531,3.53184622496054
599,3.278,3.53228309658319
600,3.518,3.53293259886193
601,3.344,3.53402266314451
602,3.632,3.53564777646506
603,3.474,3.53803005596382
604,3.599,3.54161049551985
605,3.452,3.54673971007844
606,3.597,3.55336132173835
607,0.243,3.56135663436267
608,3.568,3.57063559314593
609,3.626,3.58147539528553
610,3.471,3.594462072871
611,3.653,3.60932112198613
612,3.592,3.62559126262346
613,3.528,3.64221405541839
614,3.664,3.65825705285687
615,3.658,3.67474323915223
616,3.647,3.69221828875008
617,3.732,3.70974884372932
618,3.877,3.72671652050853
619,3.703,3.74358276711527
620,3.779,3.75770881738235
621,3.889,3.76799165906644
622,3.783,3.78821776392457
623,3.825,3.79579790807718
624,3.671,3.80481473501649
625,3.802,3.81365836127665
626,3.81,3.82194208828366
627,3.969,3.82961187055529
628,3.678,3.83678906747115
629,4.024,3.84390631654076
630,3.928,3.85030388099691
631,3.915,3.85571276069741
632,3.717,3.86292432762049
633,3.748,3.87158827706186
634,3.911,3.87816438918462
635,3.651,3.88243281350426
636,3.714,3.88529079191197
637,3.952,3.88729247258323
638,4,3.88988667153052
639,4.1,3.89371022115145
640,3.866,3.89752364916094
641,3.823,3.90432399610599
642,3.846,3.91798786138617
643,3.983,3.92033652560091
644,3.927,3.93298845543847
645,3.822,3.9455299347226
646,4.017,3.95684696409703
647,3.875,3.96633038396312
648,4.061,3.97477138484737
649,4.065,3.98229444724255
650,3.972,3.9877375979524
651,4.04,3.99305646449501
652,3.993,4.00131747517316
653,4.025,4.00984042834592
654,3.915,4.01670587588943
655,3.712,4.02436472390656
656,4.049,4.03420920514935
657,3.973,4.04635178212738
658,4,4.06035033510067
659,4.005,4.07524417259703
660,4.202,4.09060269502983
661,6.161,4.10652473004119
662,4.157,4.12298652200734
663,4.104,4.1391139874243
664,4.178,4.15426430949192
665,4.264,4.16755426454028
666,4.328,4.17823615220493
667,4.093,4.18721682920988
668,4.024,4.19520629078357
669,4.213,4.2019763663413
670,4.012,4.20769345705602
671,4.231,4.21432657671816
672,4.235,4.22306023110993
673,4.21,4.23292070588003
674,4.414,4.24350343241798
675,4.25,4.25474128313821
676,4.311,4.26639058735512
677,4.384,4.27765153170495
678,4.273,4.28789081020596
679,4.251,4.29756077053002
680,4.263,4.30686868018278
681,4.35,4.31587927397698
682,4.349,4.32471285067133
683,4.502,4.33324287102995
684,4.28,4.34152857211909
685,4.325,4.34954678037624
686,4.455,4.3571156328796
687,4.427,4.36447405672427
688,4.364,4.37179965139392
689,4.358,4.37937744523079
690,4.339,4.38778458559671
691,4.305,4.39705710622826
692,4.398,4.40704187571437
693,4.467,4.41764798561063
694,4.456,4.42866973367825
695,4.415,4.439825429569
696,4.468,4.45090544139034
697,4.35,4.46167674786598
698,4.512,4.47187104463486
699,4.325,4.48141613460889
700,4.501,4.49037449804626
701,4.549,4.4987201436607
702,4.51,4.50627255316707
703,4.512,4.5131623135171
704,4.417,4.51963775530668
705,4.53,4.525872238393
706,4.743,4.53231676799096
707,4.546,4.53951009980862
708,4.541,4.54753394503297
709,4.417,4.55677381528129
710,4.621,4.56808607593535
711,4.643,4.58106074343417
712,4.56,4.59461668144297
713,4.588,4.6085351526722
714,4.487,4.62300628198827
715,4.744,4.63801344415786
716,4.681,4.65324490367543
717,4.421,4.66861327548316
718,4.654,4.68440892619765
719,4.841,4.70054222413907
720,4.691,4.71675651259278
721,4.735,4.73264693858776
722,4.805,4.74771478613111
723,4.76,4.76201096995236
724,4.686,4.77572144032079
725,4.568,4.78886618822131
726,5.009,4.80130318032237
727,4.823,4.81292020241074
728,4.842,4.82343316642999
729,4.87,4.83334187844817
730,4.891,4.84376475857794
731,4.872,4.85390261229905
732,4.808,4.86330003867352
733,4.783,4.87213239707225
734,4.897,4.87921999731999
735,4.848,4.88442302811765
736,4.987,4.88812081526305
737,4.949,4.89125540169698
738,5.071,4.89538384407178
739,4.782,4.90049895753234
740,4.934,4.90625742444011
741,4.797,4.91249935742442
742,4.925,4.91905222608952
743,4.751,4.92589252050326
744,4.857,4.93291084315394
745,4.938,4.93973170922794
746,5.055,4.94613145836161
747,4.807,4.95228449354639
748,5.01,4.95796060684102
749,4.976,4.96386499225889
750,5.137,4.97050369141887
751,4.963,4.97732475616922
752,5.053,4.98475368765696
753,5.006,4.99214566819682
754,4.933,4.99871024306218
755,4.985,5.00556761197439
756,4.981,5.01341229535385
757,3.517,5.02265248225568
758,5.221,5.03335343319673
759,5.034,5.0446390348544
760,5.124,5.05598516648547
761,4.974,5.0673025224159
762,5.103,5.07845692123391
763,5.162,5.08903865244902
764,5.132,5.0991883871057
765,5.053,5.10860552798883
766,5.223,5.11556947411009
767,4.95,5.12029907840879
768,5.006,5.12533479096873
769,5.164,5.13154541254033
770,4.943,5.13792656989668
771,5.114,5.14506448563952
772,5.156,5.15370860167528
773,5.366,5.16369918166848
774,5.156,5.17600767254716
775,5.183,5.19036412878312
776,5.056,5.20629985481218
777,5.265,5.22448097814465
778,5.266,5.23721799629697
779,5.16,5.25711148255489
780,5.371,5.27567461132721
781,5.374,5.29357907892322
782,5.241,5.311507482228
783,5.119,5.32940059690647
784,7.305,5.34678040668949
785,5.49,5.3628022769227
786,5.358,5.37692809119092
787,5.277,5.39084997601705
788,5.498,5.40549855019959
789,5.348,5.41888776718381
790,5.379,5.43002839923678
791,5.629,5.4400683348709
792,5.493,5.4498223442215
793,5.384,5.4596314848808
794,5.456,5.46922930665406
795,5.482,5.47780646456465
796,5.519,5.48544989720292
797,5.348,5.4927780538196
798,5.629,5.49934438626447
799,5.621,5.51485367676796
800,5.403,5.52634291727729
801,5.507,5.53934433291636
802,5.357,5.55326800667333
803,5.553,5.56699164120387
804,5.628,5.58005911584345
805,5.533,5.59201748132834
806,5.62,5.60129428526572
807,5.649,5.60769624816972
808,5.646,5.61131727584969
809,5.655,5.61283386985145
810,5.671,5.61408048823619
811,5.646,5.61547691812166
812,5.442,5.61712248582937
813,5.54,5.61849312833286
814,5.521,5.61872296038394
815,5.556,5.61887511598269
816,5.578,5.61952908060371
817,5.787,5.6220315214113
818,5.829,5.6282264024892
819,5.77,5.63714802976446
820,5.621,5.64785254098927
821,5.638,5.65988199632267
822,5.673,5.67239991598163
823,5.673,5.68486295940713
824,5.886,5.69701163570618
825,5.621,5.70776491404288
826,5.799,5.71624641176768
827,5.653,5.72373751940534
828,5.842,5.73095419751179
829,5.761,5.73906278937608
830,5.694,5.7494624716786
831,5.762,5.76106659482927
832,5.884,5.77314832931509
833,5.687,5.78498107607
834,5.797,5.79591406537969
835,5.853,5.80650511126182
836,5.748,5.81618973723865
837,5.801,5.8260617590731
838,6.048,5.83842159083968
839,5.772,5.85284108876697
840,5.863,5.86862801616329
841,5.975,5.88541996496872
842,5.925,5.90243704861283
843,5.882,5.91944900381022
844,6.027,5.93644784685521
845,5.751,5.95307263914576
846,6.044,5.96900561608895
847,5.895,5.98458254538104
848,5.743,5.99984264409331
849,6.231,6.01522988134248
850,6.036,6.03152706516149
851,6.121,6.04809145001279
852,6.16,6.06444408036014
853,5.971,6.08001363899756
854,6.042,6.09385348344855
855,6.074,6.10588822785261
856,6.019,6.11622323818706
857,6.221,6.12647976107267
858,6.245,6.13802991478239
859,6.111,6.14990160728177
860,6.181,6.16155124989407
861,6.233,6.17284494548784
862,6.192,6.18351093383846
863,6.12,6.19377798474004
864,5.94,6.20384143303169
865,6.206,6.21360655372646
866,6.291,6.22298468113167
867,6.129,6.23225287404916
868,6.248,6.24153048303976
869,6.291,6.25130151161341
870,6.301,6.26210156797545
871,6.277,6.27333276634672
872,6.179,6.28474792090584
873,6.409,6.29573101449305
874,6.295,6.30528339105541
875,6.262,6.31391362732324
876,6.167,6.32207191624701
877,6.385,6.33023050586774
878,6.597,6.33916390861199
879,6.338,6.34880843905132
880,6.333,6.35904004396666
881,2.793,6.36984186744011
882,6.399,6.38108088464751
883,6.377,6.39270122845376
884,6.627,6.40466132324185
885,6.44,6.41679998013533
886,6.321,6.42899308957143
887,6.345,6.44131487614769
888,6.587,6.45374441740097
889,6.517,6.4663957865767
890,6.46,6.47934230811289
891,6.47,6.49220809976296
892,6.597,6.5047556423368
893,6.456,6.51652140129428
894,6.534,6.52717348816174
895,6.632,6.53724960122051
896,6.491,6.54719469672512
897,6.707,6.55731091798398
898,5.947,6.56766727074554
899,6.599,6.57816271693076
900,6.616,6.58891042815012
901,6.408,6.60013176045265
902,6.561,6.6121882168381
903,6.706,6.62526501193376
904,6.584,6.63916875529157
905,6.635,6.6539118202328
906,6.634,6.66989277922196
907,6.784,6.68687112697006
908,6.737,6.7045447908483
909,6.672,6.72240838295891
910,6.658,6.73936379754308
911,6.826,6.755042500609
912,6.764,6.7694888318293
913,6.864,6.78277903713586
914,6.837,6.79508704827291
915,6.465,6.80665897694746
916,6.916,6.81798301841929
917,6.832,6.82916381695306
918,6.857,6.84001746470327
919,6.641,6.85130657019378
920,6.804,6.86343771444768
921,6.874,6.87714045628846
922,6.75,6.89412879101736
923,7.022,6.91427173111351
924,6.971,6.93642585905026
925,6.867,6.96016666854066
926,7.102,6.98510991095409
927,6.969,7.00946698404412
928,7.077,7.03229967387109
929,6.871,7.05174661795328
930,7.012,7.06438803471064
931,7.115,7.07064335373006
932,7.111,7.07132835035669
933,7.102,7.06785206866115
934,7.141,7.06361204626525
935,7.178,7.05972292989306
936,6.802,7.0565970997145
937,6.998,7.05429277583081
938,6.876,7.05222762995218
939,6.883,7.05130032087606
940,7.01,7.0525326761416
941,7.561,7.05705083816783
942,7.224,7.06556731629914
943,4.493,7.07703155256783
944,7.13,7.0904141070877
945,7.286,7.10577356235076
946,7.12,7.12345980086771
947,7.345,7.14210718405832
948,6.975,7.16055212162895
949,7.086,7.17654271101897
950,7.34,7.18804848817046
951,7.13,7.19709367579056
952,7.183,7.20426950611847
953,7.382,7.21156685746058
954,7.296,7.22212571752521
955,7.081,7.2347307430448
956,7.32,7.2482470141917
957,7.204,7.26216433998851
958,7.242,7.2759815918419
959,7.293,7.29015055544366
960,7.258,7.30488997912164
961,7.38,7.31985905264435
962,7.252,7.33449427284993
963,7.385,7.34888301530711
964,6.098,7.36331161827341
965,7.375,7.37832301125142
966,7.412,7.39420666003549
967,7.43,7.41011689895079
968,7.445,7.42498962319385
969,7.427,7.43842537184462
970,7.434,7.45195583804014
971,7.451,7.46590207642545
972,7.496,7.47855338909738
973,7.441,7.49095660025194
974,7.48,7.50440404930663
975,7.609,7.51797700164539
976,7.725,7.53104800377738
977,7.787,7.54395457826274
978,7.567,7.55726973158305
979,7.463,7.5708295293133
980,7.556,7.5842646403593
981,7.608,7.5971751619411
982,7.708,7.60932251455479
983,7.547,7.62102527890105
984,7.622,7.63256359431696
985,7.548,7.64382091568616
986,7.823,7.65447651368167
987,7.726,7.66474561838499
988,7.648,7.67504223331953
989,7.705,7.68649026333656
990,7.579,7.6997198859471
991,7.77,7.7129821405101
992,7.78,7.72521598209626
993,7.573,7.7378792317257
994,7.69,7.75243682059382
995,7.752,7.76884354924576
996,7.767,7.78669389603209
997,7.762,7.80607723371356
998,7.838,7.82682365116929
