SerialNo,Displacement_mm,Velocity_mm_min_filtered,Acceleration_mm_min2_filtered
43,0.562912723675999,0.000313599528892107,-3.62941524064928e-07
44,0.568464140669076,0.00031510315975501,-3.83602596614675e-07
45,0.574232544141938,0.000316729589629961,-4.08067665448929e-07
46,0.580648744050219,0.000318367629806253,-4.34911526122382e-07
47,0.586950921867488,0.000320075954620909,-4.64123221575801e-07
48,0.592675855619701,0.000321939946216561,-4.9622810267228e-07
49,0.597930879132042,0.000323957154218049,-5.31131090484763e-07
50,0.603103594220503,0.000326241304423402,-5.68147940052434e-07
51,0.608210973137081,0.000328809550621093,-6.06683183519096e-07
52,0.613197193912522,0.000331405109386852,-6.46249794104211e-07
53,0.61699211062103,0.000333926173330488,-6.8646226634695e-07
54,0.618574517339805,0.000336644859026743,-7.27090627419269e-07
55,0.618442387345618,0.000339474110074194,-7.67512092527118e-07
56,0.616015198957035,0.000341935007431825,-8.06583991208249e-07
57,0.612065703927198,0.000343815538688186,-8.44288429188235e-07
58,0.609359294783926,0.000345102040486502,-8.82030962926725e-07
59,0.608654014982641,0.000345720389509474,-9.18022808543914e-07
60,0.609624076836764,0.000345340152397106,-9.50301648538071e-07
61,0.612419033042684,0.000343965816692469,-9.79651170998497e-07
62,0.617279977396012,0.000341883933586421,-1.00806045365454e-06
63,0.623709658683168,0.000339262024412265,-1.04042513360497e-06
64,0.631053875980866,0.000336406477215664,-1.0790180564698e-06
65,0.638747283445501,0.000333447149620494,-1.11730071415268e-06
66,0.646051810609781,0.000330302627654936,-1.15274742153003e-06
67,0.652784752036633,0.000326939813523408,-1.18690405686051e-06
68,0.658921305218552,0.000323397730714273,-1.21967941301942e-06
69,0.664445898717549,0.0003196918178175,-1.25024565128058e-06
70,0.669528994150425,0.000315849591249473,-1.27831608126832e-06
71,0.673539205217719,0.000311843873638881,-1.30388213085508e-06
72,0.674440151588079,0.000307701659806266,-1.32633090449553e-06
73,0.67228899247127,0.000303972088265805,-1.34529958942316e-06
74,0.670081956160115,0.000300900631797862,-1.36096538495018e-06
75,0.671814314886905,0.000298077221506319,-1.3733768261198e-06
76,0.666560019083904,0.000295336765725041,-1.38233005043981e-06
77,0.656426958612758,0.000292746653383487,-1.38796235720598e-06
78,0.647856562338184,0.000290399118689648,-1.39049155156706e-06
79,0.641294160231273,0.000288337506469825,-1.38926140276707e-06
80,0.635979217431393,0.000286529317620148,-1.38391214748823e-06
81,0.633315267340513,0.000284957190856391,-1.37438218845372e-06
82,0.635144486786024,0.000283579676174996,-1.36096473458364e-06
83,0.644268345255684,0.000282394750218307,-1.34752491455417e-06
84,0.651633502195846,0.000281432861418213,-1.33117235402219e-06
85,0.65580930953495,0.000280698566899001,-1.31291930079962e-06
86,0.657070981026081,0.000280200025800451,-1.29718363312899e-06
87,0.655629109932547,0.000279977954076018,-1.2855083713954e-06
88,0.651375569658948,0.000280034621626059,-1.27616267301739e-06
89,0.644590109306955,0.000280384673211873,-1.26719913465004e-06
90,0.636567591942031,0.000281028471170287,-1.25797477786864e-06
91,0.627866666221302,0.000282075114514393,-1.25005243982916e-06
92,0.617271608207944,0.000283668238772677,-1.24368406967428e-06
93,0.607600306374791,0.00028574627288995,-1.23858177295022e-06
94,0.604441137019443,0.000288226107597676,-1.23462018729496e-06
95,0.604406926206597,0.000290818999618947,-1.23234961265761e-06
96,0.594414027824605,0.00029332768142131,-1.2332299182905e-06
97,0.583498183443551,0.000295761330280726,-1.23742240354113e-06
98,0.578559169830512,0.000297818467947709,-1.24366020468438e-06
99,0.578665051003041,0.000298946363818907,-1.25134980698007e-06
100,0.583008908976473,0.000298945439231329,-1.26021978012685e-06
101,0.592890282101359,0.00029808586944361,-1.27077939355489e-06
102,0.609016171429099,0.000296582261199289,-1.2828399274205e-06
103,0.628500937581476,0.00029442788259954,-1.29465773806578e-06
104,0.64151430998168,0.000291730309063818,-1.30736844678876e-06
105,0.653074475100002,0.000288911403468858,-1.3222143698146e-06
106,0.663087486650085,0.000286041597236935,-1.33770364230405e-06
107,0.675684319148648,0.000283038244569958,-1.35244437558447e-06
108,0.688357689498453,0.000279897626008676,-1.36550697831981e-06
109,0.70150497638237,0.000276470587477692,-1.37629096870178e-06
110,0.712034732569019,0.000272858423552603,-1.38382978763797e-06
111,0.719972531842506,0.000269268673870292,-1.38764318473321e-06
112,0.728609348606685,0.000265779992442026,-1.3878419692525e-06
113,0.740280731624696,0.000262438063937472,-1.38455088316781e-06
114,0.755900793305009,0.000259343036555428,-1.37811230851231e-06
115,0.770038319151259,0.000256579822736255,-1.36851638136746e-06
116,0.77812937969458,0.000254200962504615,-1.35596484280155e-06
117,0.783847656853524,0.000252218481650843,-1.34112563213305e-06
118,0.789501538156682,0.00025060353910741,-1.32409340694751e-06
119,0.793671379968265,0.000249355008168597,-1.30481799915344e-06
120,0.795820821125407,0.000248466558529953,-1.28352934338133e-06
121,0.796887761997246,0.000247967586958965,-1.26063443666763e-06
122,0.797677318851579,0.000247858252576211,-1.23673659489515e-06
123,0.797417581311962,0.000248016965420886,-1.21190263543956e-06
124,0.797155668945257,0.000248436218658757,-1.18605221901575e-06
125,0.798789114672106,0.00024912281282881,-1.15953598642014e-06
126,0.799469483294398,0.00024991470007627,-1.13247272465278e-06
127,0.801529916297378,0.000250831670765524,-1.10416296061463e-06
128,0.80407319751174,0.000252053303498189,-1.07424050817367e-06
129,0.807666295367835,0.000253611513561316,-1.0430190781952e-06
130,0.807670829923466,0.000255492102893113,-1.01125368335614e-06
131,0.807626390587545,0.000257707024040192,-9.79600642576857e-07
132,0.811188755611302,0.0002602787464929,-9.4873319195242e-07
133,0.816270889134584,0.000263245292494618,-9.1921367702412e-07
134,0.821514414192418,0.00026657052706664,-8.90734861511878e-07
135,0.826107800252313,0.000270256404562532,-8.63095487177647e-07
136,0.829392289426722,0.000274260219132062,-8.34743751625228e-07
137,0.832357343674441,0.000278399920498175,-8.06630948925965e-07
138,0.835606624699622,0.000282553825370646,-7.82570916801997e-07
139,0.839090043580489,0.000286603583526442,-7.64224645559899e-07
140,0.842881386915669,0.00029053212067761,-7.5224500090021e-07
141,0.84737458002149,0.000294194514568448,-7.45663312335159e-07
142,0.852633991945422,0.000297396114105451,-7.43611721483901e-07
143,0.858636484873169,0.000300277850999939,-7.47360579440478e-07
144,0.865550517716084,0.000302947424911549,-7.56472134919001e-07
145,0.871528234510701,0.000305381489940812,-7.70820612746288e-07
146,0.875183570097114,0.000307522662255617,-7.94174147280931e-07
147,0.87946595185326,0.000309232132281207,-8.26511028368991e-07
148,0.886010700186867,0.000310511484363626,-8.62006819769419e-07
149,0.891168245034513,0.000311229839053133,-8.96177460490657e-07
150,0.893133626842592,0.0003111973473824,-9.28834319938136e-07
151,0.89445078276026,0.000310504627265265,-9.60144368298222e-07
152,0.896395835136558,0.000309126788191495,-9.88183448241884e-07
153,0.898039294071153,0.00030721668346341,-1.0128716251268e-06
154,0.898786395763801,0.000304892404546495,-1.03418448379226e-06
155,0.899078006044278,0.000302320217054573,-1.05704935433209e-06
156,0.899433258447097,0.000299484699771871,-1.07543700952312e-06
157,0.900037851913489,0.00029650561832785,-1.08913121518975e-06
158,0.901091009996174,0.000293462429835855,-1.09302722086657e-06
159,0.902760490003596,0.000290399558336053,-1.09332454615744e-06
160,0.904389927573107,0.000287337013369647,-1.08878902393186e-06
161,0.90620194652176,0.000284334373597385,-1.08036114215795e-06
162,0.910389660244913,0.00028161035900551,-1.06775746551208e-06
163,0.916536353941873,0.000279264322639069,-1.05126053486488e-06
164,0.922618227410502,0.00027727021672727,-1.03269070825106e-06
165,0.927557175729121,0.000275600724836094,-1.01046982168876e-06
166,0.930242518887237,0.000274226650911905,-9.84574193806215e-07
167,0.930593191033418,0.000273126547677795,-9.60989058687896e-07
168,0.927770507943085,0.000272093291387568,-9.38837930992344e-07
169,0.921117599086963,0.000271017349581149,-9.19317747204336e-07
170,0.918186234896911,0.000270275922112812,-9.01216576138104e-07
171,0.910894323880585,0.000269985784784661,-8.85392866553651e-07
172,0.900303893087747,0.000269845761677665,-8.72199846291362e-07
173,0.887331278192637,0.000269413721049259,-8.65099708580679e-07
174,0.879122158981041,0.000268612998250427,-8.63618123263087e-07
175,0.877078044300181,0.00026741664930467,-8.62730006406866e-07
176,0.880402991441857,0.000265906682661017,-8.63815606274881e-07
177,0.887983896658856,0.000264081211356798,-8.6534887373243e-07
178,0.8971570976073,0.000262084206150276,-8.6476778685687e-07
179,0.907184409346836,0.000259907096868181,-8.62328569146091e-07
180,0.917744014139082,0.000257467171042871,-8.58845320725099e-07
181,0.929729938334311,0.000254792677879586,-8.57209048822765e-07
182,0.94393412799678,0.000251211093339665,-8.60242620439162e-07
183,0.957270922051157,0.000247295227288175,-8.65544364165458e-07
184,0.968477494513725,0.000243417326335583,-8.71149919711689e-07
185,0.976950050424441,0.000239844608166108,-8.76855183531599e-07
186,0.979681186323144,0.000236523705222688,-8.78822236316136e-07
187,0.976953911133912,0.000233567691172363,-8.78819275738729e-07
188,0.97060040266207,0.000232140214651379,-8.81959844359897e-07
189,0.962448603716367,0.000231742289542114,-8.91347414606891e-07
190,0.955288853564643,0.000231309160512014,-9.15081401068987e-07
191,0.940941222415646,0.000230335696440208,-9.47821955545631e-07
192,0.927736553598693,0.000229318119453649,-9.80280082752877e-07
193,0.918333027558623,0.000228232460987774,-1.01430587788087e-06
194,0.913687660048549,0.000225019406635161,-1.04573998782168e-06
195,0.90999221654353,0.000220293672467946,-1.07647531051258e-06
196,0.908886332981208,0.000214660485089248,-1.10564056947556e-06
197,0.910316009184407,0.000207420807058652,-1.12566324125547e-06
198,0.913493373009099,0.000199194406618626,-1.13217643193228e-06
199,0.919561274917539,0.00019149306828885,-1.12090048990411e-06
200,0.92785461000306,0.000184185751139218,-1.08334547882563e-06
201,0.938290847998066,0.000177074271181933,-1.0205228272794e-06
202,0.951097717298529,0.000171341020297343,-9.39049039910967e-07
203,0.965630392457524,0.000167271595256896,-8.48478333972746e-07
204,0.981341323077437,0.000164717077955595,-7.46539394593584e-07
205,0.996558301502102,0.000163638145747115,-6.38492422237491e-07
206,1.01048525307219,0.000165385803614926,-5.30312139256921e-07
207,1.02496198533481,0.000168676058636197,-4.26759523449403e-07
208,1.04009365288542,0.000173188655893988,-3.29974857562078e-07
209,1.0538755048869,0.000179346661533011,-2.41387305802066e-07
210,1.06676965717901,0.000185592091140765,-1.68160403026853e-07
211,1.07871852890332,0.000191509095664055,-1.13461071271505e-07
212,1.08156018540103,0.000197252023387369,-7.2266304598536e-08
213,1.07538409461296,0.000202752138678536,-4.2903139348398e-08
214,1.060197864156,0.000208100017529954,-2.34846221264189e-08
215,1.05394262016753,0.000211689118327945,-5.28469626322755e-09
216,1.04248725700529,0.000214206970371444,1.08035111610299e-08
217,1.02599501666861,0.000215801762815481,2.68742219208526e-08
218,1.01209757097329,0.000216703798312784,4.55112393603529e-08
219,1.00198902313746,0.000216033281808071,6.95224231771667e-08
220,0.993993680004609,0.00021581763369512,9.49628186839439e-08
221,0.988901868408098,0.000216241938237414,1.31712329025014e-07
222,0.986784909106493,0.000217141873793182,1.74214995851316e-07
223,0.98770522290587,0.000218397293863556,2.21146594042764e-07
224,0.991639420025517,0.000219871519927117,2.68617124990907e-07
225,0.998887853778864,0.000221944377461239,3.16616770237881e-07
226,1.00996659552833,0.000224503346708069,3.62360714221244e-07
227,1.02381217760805,0.00023026827599782,4.12456117347311e-07
228,1.03908618704142,0.000237254175643823,4.63100058130402e-07
229,1.05489277386112,0.000245159363483509,5.0200902624141e-07
230,1.07005871793548,0.000253319467278206,5.29758597095064e-07
231,1.08093687573484,0.000261658530871851,5.31167333307378e-07
232,1.08293478518938,0.000270897397138487,5.06061265988222e-07
233,1.08276888619813,0.000279476602711962,4.56373258438793e-07
234,1.08209082253627,0.000286661381195395,3.82794699025948e-07
235,1.08399264828368,0.000292672126557076,2.95476821416695e-07
236,1.07197527810426,0.000296959020906105,2.02726635051613e-07
237,1.05967606080808,0.000298600929134882,1.04477642307556e-07
238,1.05207991990772,0.000297167534477781,-2.75902564969736e-09
239,1.04736985743206,0.000295329261496087,-1.17546291778801e-07
240,1.03125340658549,0.000292457798017978,-2.23081546848067e-07
241,1.02851180207083,0.000287959740778318,-3.11062602211551e-07
242,1.02097843211507,0.000281699732282275,-3.86250559851673e-07
243,1.01204487821038,0.000274289722730368,-4.49912439894746e-07
244,1.00845967079033,0.000265783973617909,-5.10213245844678e-07
245,1.01232819378029,0.000256837292000958,-5.69088775505581e-07
246,1.02388413495845,0.000248273213948864,-6.31770813493341e-07
247,1.04175597456411,0.00023934902186637,-6.88358042368191e-07
248,1.06337432161734,0.000229533321099959,-7.33097780498281e-07
249,1.08692516741063,0.0002191575033178,-7.66452740434944e-07
250,1.11070549426427,0.000208364998367981,-7.96667743141364e-07
251,1.13339381408737,0.000195888656799908,-8.2300517905771e-07
252,1.15383815452122,0.000183664854889983,-8.49240651181004e-07
253,1.17098884687855,0.000171664240660099,-8.75230406136861e-07
254,1.18354519542008,0.000159926879345987,-8.95947232415787e-07
255,1.19070679678082,0.000149594524524688,-8.99554949794952e-07
256,1.19272690314954,0.000140207676120059,-8.84738345040827e-07
257,1.18935452064149,0.000131050471097936,-8.61279561218839e-07
258,1.18072614604731,0.000121942725535297,-8.33412223846232e-07
259,1.16727185689168,0.000112588653217005,-8.01276668897086e-07
260,1.14674399418521,0.000104520647065878,-7.80375684915742e-07
261,1.13794253572303,9.71005141270391e-05,-7.63694750748988e-07
262,1.11895977407037,9.03121714333675e-05,-7.43586162548019e-07
263,1.10670323230312,8.42982042508917e-05,-7.16196768579691e-07
264,1.10677972403495,8.02833652264521e-05,-6.82057953319764e-07
265,1.11578431076313,7.67207164370317e-05,-6.40302359037636e-07
266,1.12912031622476,7.34217251442163e-05,-6.02180519434565e-07
267,1.14435163954781,7.0606112282786e-05,-5.54834337807971e-07
268,1.15936443707128,6.87011467566308e-05,-5.03703635801457e-07
269,1.17348951490409,6.78839889336546e-05,-4.46695761117038e-07
270,1.18597028578564,6.79029293236529e-05,-3.87897582109827e-07
271,1.19594485470098,6.78126350748281e-05,-3.28608356668565e-07
272,1.2031267957326,6.6253535774031e-05,-2.72604914744513e-07
273,1.20666458302067,6.63746706099304e-05,-2.26998947008133e-07
274,1.20565255280553,6.78833957256959e-05,-1.89786846890433e-07
275,1.20144833526945,7.13034698466818e-05,-1.66275024470256e-07
276,1.19158127382791,7.62592179365677e-05,-1.50591401591916e-07
277,1.18223394028586,8.17941952993541e-05,-1.3783851828469e-07
278,1.17264575638448,8.7216217905219e-05,-1.26487478727772e-07
279,1.16543957899131,9.45129743172497e-05,-1.30344878655508e-07
280,1.16213744680758,0.000102736743470346,-1.4418064518256e-07
281,1.16366947236877,0.000110052676675573,-1.71000564362747e-07
282,1.169115671256,0.000116729123985833,-2.07785517641569e-07
283,1.17840080864973,0.000122417797663304,-2.45590220638013e-07
284,1.19376271226223,0.000126179929554097,-2.80924141670854e-07
285,1.21103117522025,0.000127698986165292,-3.18459345571621e-07
286,1.22410402690029,0.000127207455956036,-3.72063525189914e-07
287,1.23332551677406,0.000126405454681511,-4.34457370678415e-07
288,1.23894031441302,0.000125566463529385,-4.94031410478919e-07
289,1.24164032505171,0.000124187307024904,-5.42205678600529e-07
290,1.24394104931205,0.00012224594542948,-5.72963322994035e-07
291,1.24596436594326,0.000119866786502791,-5.84165347339126e-07
292,1.24766666616766,0.000117189562945052,-5.82971301049915e-07
293,1.24802482531783,0.000114602779632432,-5.7833840915413e-07
294,1.24534681902255,0.000112907100768368,-5.76579645350654e-07
295,1.24033483909332,0.000112735591259924,-5.74832863195128e-07
296,1.23290633712737,0.000114259347588692,-5.73307387933065e-07
297,1.22904157498348,0.000116456503897419,-5.68237788884806e-07
298,1.22530262284876,0.000119321548878172,-5.61279323008249e-07
299,1.22275533411841,0.000121600671681392,-5.56908577809362e-07
300,1.22362268793166,0.000122708065922295,-5.71458340413685e-07
301,1.2279422766258,0.000122850061505613,-6.02875264793091e-07
302,1.22229600883008,0.000122043097812769,-6.4333311858027e-07
303,1.21774523795615,0.000120259798869422,-6.8706989461008e-07
304,1.21785207873255,0.000117693367040469,-7.3141801814743e-07
305,1.22584817881752,0.000114053927735122,-7.63814329225429e-07
306,1.22666744557395,0.000107825901937322,-7.82302053119221e-07
307,1.2217443194689,9.94364847239714e-05,-7.89551795529862e-07
308,1.21358864661793,9.10702722266729e-05,-7.83999022212192e-07
309,1.20482333146994,8.31316802442797e-05,-7.59057828732976e-07
310,1.19583976015588,7.74057792215654e-05,-7.17312681212974e-07
311,1.18876292760741,7.3647027969879e-05,-6.58735783094889e-07
312,1.1850045515745,7.00940245270909e-05,-5.9573555768984e-07
313,1.17705132993181,6.67361299298176e-05,-5.35610671599604e-07
314,1.17451089122765,6.46391937541501e-05,-4.78303110677406e-07
315,1.17851402860024,6.4449606477624e-05,-4.26058976494272e-07
316,1.18798063332399,6.7050380475267e-05,-3.76419308700213e-07
317,1.20194037380493,7.16185276338969e-05,-3.45236986706098e-07
318,1.21809068624089,7.60603032469191e-05,-3.32368927003327e-07
319,1.23503201417636,8.02765603242227e-05,-3.36141889318369e-07
320,1.25296412512298,8.41033096980684e-05,-3.55945324681247e-07
321,1.26767641239007,8.76731550936213e-05,-3.81510997150006e-07
322,1.27466668588655,9.10267154569864e-05,-4.21672032144689e-07
323,1.28824618201067,9.35802678374195e-05,-4.89308411081955e-07
324,1.30324106719816,9.27896847730318e-05,-5.67620412772927e-07
325,1.31633151077474,8.8643032731766e-05,-6.45926794842739e-07
326,1.31442671506054,8.2383339969802e-05,-7.28756524438901e-07
327,1.30573608663403,7.48260667962372e-05,-8.01285611187261e-07
328,1.29320864037199,6.73479117102199e-05,-8.65261601185981e-07
329,1.27784735704753,5.81961757594622e-05,-9.19473227350919e-07
330,1.2612408509891,4.81398086896315e-05,-9.66673613116464e-07
331,1.24701959270433,3.84619939648193e-05,-9.90852283403225e-07
332,1.23295597014246,2.88895601404661e-05,-9.93559089526699e-07
333,1.21973306336359,2.01077097082576e-05,-9.78716003645859e-07
334,1.21342829701283,1.29187864603032e-05,-9.47224935681151e-07
335,1.21988856026023,7.44224063561101e-06,-8.88366193636647e-07
336,1.22945370856292,3.50644506459265e-06,-8.05798771857531e-07
337,1.24075865379412,1.09738633668467e-06,-7.00011112460431e-07
338,1.25179559083972,5.53515023720332e-07,-5.88613649990303e-07
339,1.26306210688006,1.47500299442969e-06,-4.75217116328242e-07
340,1.2748361991101,3.61704085018276e-06,-3.50412708932725e-07
341,1.28673601273487,7.16642436203577e-06,-2.34446986361904e-07
342,1.29984805883485,1.19722771301533e-05,-1.25090094211222e-07
343,1.31368078462004,1.85991019413603e-05,-2.43768297803273e-08
344,1.32509612443476,2.73431298071355e-05,6.91760429524762e-08
345,1.33373578861687,3.72389567420684e-05,1.61734672359792e-07
346,1.34204409537739,4.75930806429095e-05,2.49875102069696e-07
347,1.35059369833913,5.93864383016081e-05,3.32251886168678e-07
348,1.3587162836433,7.14490907077158e-05,4.09146233043777e-07
349,1.3652896633532,8.35468371331269e-05,4.66732372196549e-07
350,1.36908127191773,9.58453666769964e-05,5.16295449844405e-07
351,1.36880159675869,0.000110086707625185,5.5745832029163e-07
352,1.36443010529102,0.000126756503178051,5.80548616906469e-07
353,1.35833139272048,0.000144314814405096,5.82522919627331e-07
354,1.34983675874984,0.000161341837871151,5.68322864222406e-07
355,1.34695542181028,0.000177106305894477,5.32031806443669e-07
356,1.33723235885623,0.000191250220893608,4.85727961804411e-07
357,1.32564024015793,0.00020487486193146,4.30962706226075e-07
358,1.31263096035804,0.00021718129947641,3.74431597579453e-07
359,1.29976039451845,0.000227755513852242,3.12332341479144e-07
360,1.28822691257778,0.00023623108576138,2.59586709153749e-07
361,1.27905161007738,0.000242226130108469,2.03584824030974e-07
362,1.27360750810447,0.000245317686469068,1.46799420269656e-07
363,1.27073309451552,0.000245882210662291,1.08108832241838e-07
364,1.26965162890798,0.000245264327941958,8.75387507165128e-08
365,1.27319435047899,0.000243726587624442,7.08989248935379e-08
366,1.28238322767506,0.000242504745346229,5.79792626221552e-08
367,1.29477942764797,0.000241496986340744,5.77607349773468e-08
368,1.30937861949897,0.000240703606397898,7.8047110033338e-08
369,1.32527643232251,0.000240023167524147,1.11889969882534e-07
370,1.34124259463213,0.000239151119382507,1.51230058134487e-07
371,1.35736267499665,0.00023966532796426,2.03467853602075e-07
372,1.37221002238767,0.00024148079730677,2.41423215735211e-07
373,1.38635404640344,0.000242532265873972,2.66676480095158e-07
374,1.40065497993668,0.000244250571457513,2.81616115698276e-07
375,1.4212383979118,0.000246947104837051,2.82512183780964e-07
376,1.43660163893159,0.000250027045739208,2.73290384330903e-07
377,1.44568888414879,0.000254945366357877,2.69782211469709e-07
378,1.45007123960015,0.000261482537478257,2.7610871097107e-07
379,1.45019210203284,0.000265850289349261,2.92984557503653e-07
380,1.44635657043716,0.000268591137463179,2.91642798004298e-07
381,1.43904080650887,0.000270868549242081,2.72288295678813e-07
382,1.42835111523564,0.00027289946131588,2.36172666007344e-07
383,1.4148757297181,0.000274864247693893,1.88959983091254e-07
384,1.39908755382958,0.000276269134639414,1.39150426676542e-07
385,1.38218319965101,0.00027684367638921,7.99301989623975e-08
386,1.36715450829164,0.000277053514978497,2.90181528186462e-08
387,1.35517464636094,0.000277467106802756,-1.07842615690996e-08
388,1.34578142299295,0.000277594930920454,-3.18082507183722e-08
389,1.3391115088864,0.000276459512901806,-3.61149950861973e-08
390,1.33479761842632,0.000273856075765952,-3.11886484121968e-08
391,1.33384301662985,0.000271706991368776,-3.5063932928067e-08
392,1.33892591540067,0.000268587969640548,-4.82019160786419e-08
393,1.35142274468249,0.000265670079330687,-7.33937503859954e-08
394,1.37123690954377,0.000264183478204561,-8.54069935310362e-08
395,1.3959101513556,0.000262981148439691,-8.37293235979409e-08
396,1.40641759281896,0.000261865664277434,-6.93090190261801e-08
397,1.41039985067364,0.000260720132302812,-4.1843275153658e-08
398,1.41756655302293,0.000259448198713351,5.16695869222827e-09
399,1.42698397010852,0.000259475634897944,5.85505532056549e-08
400,1.44118084295797,0.000259612323304392,1.20627169345692e-07
401,1.45131131388119,0.000259694758898538,1.79957636665554e-07
402,1.45926108788908,0.000259772777753182,2.3669266305159e-07
403,1.46467156660648,0.000260571995552509,2.91466470006414e-07
404,1.46701841337707,0.000262305152806165,3.46999939655359e-07
405,1.46751438750505,0.000264293761557269,3.87285760568171e-07
406,1.46999899627275,0.000266401389656151,4.18320619678142e-07
407,1.47260799016022,0.000269490506764661,4.39650737338447e-07
408,1.47092614809878,0.00027381767556437,4.34814646451453e-07
409,1.46598032122104,0.000278643791298455,4.07704306511504e-07
410,1.460829541301,0.000283806969850446,3.68806312377258e-07
411,1.45757533420623,0.000288055568535063,3.04319861429674e-07
412,1.45668433593925,0.000290813303196815,2.11269894039065e-07
413,1.45569706817048,0.000292389427680984,9.28525547352937e-08
414,1.45387451784924,0.000292807404405671,-3.93802639589359e-08
415,1.44907237722504,0.000292288376920791,-1.86639005311217e-07
416,1.43963574461946,0.000289961584190588,-3.49782188798107e-07
417,1.43431559810991,0.000284968552040646,-5.15311200300198e-07
418,1.43759280448313,0.000278034317186025,-6.7850499242482e-07
419,1.4440301443515,0.000270072305561224,-8.39019960865194e-07
420,1.45266764228322,0.000261632122681461,-9.85454159013218e-07
421,1.45685151000595,0.000252645518012949,-1.11262312441047e-06
422,1.46204412244206,0.000241911889402463,-1.22497519803175e-06
423,1.46610426879035,0.000228787684847655,-1.3262814927169e-06
424,1.47032505021045,0.000216525712437135,-1.41027336439619e-06
425,1.47580590738219,0.000205015475051758,-1.46225668582086e-06
426,1.48286204339999,0.000193535488009827,-1.48708789613602e-06
427,1.48842090346363,0.000182076047045124,-1.49271715041909e-06
428,1.49079074728949,0.000170510632970251,-1.47521162119112e-06
429,1.49371119912453,0.000159663393727067,-1.43928912987309e-06
430,1.49818260903198,0.000150792286439008,-1.38840302376087e-06
431,1.50616970514718,0.000144168490448767,-1.32415210698934e-06
432,1.51229830976565,0.00013944597772987,-1.25356330695665e-06
433,1.5183323305953,0.000136151364819371,-1.18672703659076e-06
434,1.51879753778368,0.000134096763447337,-1.13000340177737e-06
435,1.52679386112369,0.000134088514592098,-1.08425735777483e-06
436,1.53305837095411,0.000134899235698815,-1.03985637821844e-06
437,1.53774776422489,0.000136678160496624,-9.9599202258948e-07
438,1.54087904956867,0.000139444738035579,-9.54419114442005e-07
439,1.5425199035847,0.00014188952734772,-9.25688188116659e-07
440,1.54201901201654,0.000144543966402379,-9.11670843629483e-07
441,1.53890348296591,0.00014744464260895,-9.09267130830882e-07
442,1.53402679955,0.000150517058504554,-9.13202439013247e-07
443,1.52797367734911,0.000153420386413726,-9.2568599904231e-07
444,1.51862905130757,0.000155988427389379,-9.47155321666903e-07
445,1.50556394629389,0.000158132143660279,-9.73192545351767e-07
446,1.49340293949257,0.000159498236645678,-1.00204908357483e-06
447,1.48408857200803,0.000160505880274188,-1.03537998848577e-06
448,1.4778193024062,0.000161429711599243,-1.07276758701201e-06
