SerialNo,Time,RawDisplacement,FilteredDisplacement,PredictedDisplacement,Residual,Rainfall,PorePressure,Microseismic,BlastDist,BlastCharge
19,2023-05-01 19:40,0.195,0.45202913736485906,-31.371182812968378,31.82321195033324,0.0,33.02,0.0,0.0,0.0
20,2023-05-01 19:50,0.611,0.460581455661573,-31.30982794553519,31.770409401196762,0.0,32.96,0.0,0.0,0.0
21,2023-05-01 20:00,0.491,0.4689864927810325,-30.425049651408983,30.894036144190014,0.0,32.94,1.0,0.0,0.0
22,2023-05-01 20:10,0.334,0.47707733067914593,-28.18674279496424,28.663820125643387,0.0,32.76,4.0,0.0,0.0
23,2023-05-01 20:20,0.527,0.4847099656719859,-30.3760229238326,30.860732889504586,0.0,32.89,1.0,0.0,0.0
24,2023-05-01 20:30,0.341,0.49180285037068233,-29.570383897264385,30.062186747635067,0.0,32.86,2.0,0.0,0.0
25,2023-05-01 20:40,0.347,0.49837942310994465,-23.65140156062349,24.149780983733436,0.0,33.0,0.0,0.0,0.0
26,2023-05-01 20:50,0.635,0.5044285826277716,-31.197439445193574,31.701868027821344,0.0,32.85,0.0,0.0,0.0
27,2023-05-01 21:00,0.838,0.509885244076917,-30.983222492392237,31.493107736469153,0.0,32.64,0.0,0.0,0.0
28,2023-05-01 21:10,0.524,0.5147349877173901,-37.642712588860796,38.157447576578186,0.0,32.62,1.0,0.0,0.0
29,2023-05-01 21:20,0.548,0.5188930297351635,-6.518447672644868,7.037340702380032,0.0,32.4,1.0,0.0,0.0
30,2023-05-01 21:30,0.411,0.5223521634698741,-6.8727308862904835,7.395083049760357,0.0,31.95,0.0,0.0,0.0
31,2023-05-01 21:40,0.246,0.5252440298445888,1.7830559164031143,-1.2578118865585255,0.0,32.12,1.0,0.0,0.0
32,2023-05-01 21:50,0.478,0.5277143260525883,-6.530850721362704,7.058565047415292,0.0,31.58,0.0,0.0,0.0
33,2023-05-01 22:00,0.619,0.5300151217148512,-13.32746783671908,13.85748295843393,0.8,32.31,2.0,0.0,0.0
34,2023-05-01 22:10,0.53,0.5322523639296423,-13.801557368186245,14.333809732115887,0.0,32.29,0.0,0.0,0.0
35,2023-05-01 22:20,0.29,0.5344316726754104,-20.916830065367456,21.451261738042867,0.0,32.21,1.0,0.0,0.0
36,2023-05-01 22:30,0.49,0.5366324512547358,-12.909273527250768,13.445905978505504,0.0,31.87,1.0,0.0,0.0
37,2023-05-01 22:40,0.605,0.5389593315333409,-28.896367447881865,29.435326779415206,0.0,32.46,1.0,0.0,0.0
38,2023-05-01 22:50,0.531,0.5415514576391784,-28.54830108326958,29.08985254090876,0.0,32.05,1.0,0.0,0.0
39,2023-05-01 23:00,0.563,0.5444857869962673,-28.89135359940536,29.43583938640163,0.0,31.65,0.0,0.0,0.0
40,2023-05-01 23:10,0.407,0.5477470677657819,-34.796048633846134,35.34379570161192,0.0,31.33,2.0,0.0,0.0
41,2023-05-01 23:20,0.705,0.5512179696324275,-43.04586009981055,43.59707806944297,0.0,30.89,0.0,0.0,0.0
42,2023-05-01 23:30,0.574,0.5548975684848876,-33.94315058912386,34.49804815760875,0.0,30.35,2.0,0.0,0.0
43,2023-05-01 23:40,0.52,0.5588624002830382,-26.856350709720292,27.41521311000333,0.0,30.06,1.0,0.0,0.0
44,2023-05-01 23:50,0.777,0.5631243013495942,-19.838753299257,20.401877600606593,0.0,29.94,0.0,0.0,0.0
45,2023-05-02 00:00,0.526,0.5677562816151627,-25.842934342322355,26.41069062393752,0.0,30.01,3.0,0.0,0.0
46,2023-05-02 00:10,0.757,0.5727122371923785,-26.635482720213737,27.208194957406114,0.0,29.71,1.0,0.0,0.0
47,2023-05-02 00:20,0.5,0.5778486977411733,-19.81340998582604,20.391258683567216,0.0,29.79,0.0,0.0,0.0
48,2023-05-02 00:30,0.389,0.5830645476987032,-19.91668646944524,20.499751017143943,0.0,29.86,0.0,0.0,0.0
49,2023-05-02 00:40,0.585,0.5881957387433651,-12.579787188329469,13.167982927072835,0.0,30.23,0.0,0.0,0.0
50,2023-05-02 00:50,0.693,0.5931832067706541,-3.6736396605154127,4.266822867286066,0.0,30.3,2.0,0.0,0.0
51,2023-05-02 01:00,0.617,0.5980305772994228,-5.033570499764714,5.631601077064137,0.0,30.51,0.0,0.0,0.0
52,2023-05-02 01:10,0.657,0.602685623097184,19.93082489844194,-19.328139275344757,0.0,30.49,1.0,0.0,0.0
53,2023-05-02 01:20,0.335,0.6070567178570917,27.796151930176762,-27.18909521231967,0.0,30.44,0.0,0.0,0.0
54,2023-05-02 01:30,0.678,0.6110538135859932,28.347784329114518,-27.736730515528524,0.0,30.39,1.0,0.0,0.0
55,2023-05-02 01:40,0.658,0.6146651450211253,19.72124636028616,-19.106581215265035,0.0,29.98,0.0,0.0,0.0
56,2023-05-02 01:50,0.621,0.6179425306742685,19.609049068095615,-18.991106537421345,0.0,30.09,0.0,0.0,0.0
57,2023-05-02 02:00,0.624,0.6210360964534967,36.57092079184674,-35.949884695393244,0.0,30.02,0.0,0.0,0.0
58,2023-05-02 02:10,0.553,0.6239907138398614,27.887128154836972,-27.26313744099711,0.0,30.19,0.0,0.0,0.0
59,2023-05-02 02:20,0.637,0.6267740363005941,28.06675967861979,-27.439985642319193,0.0,29.94,0.0,0.0,0.0
60,2023-05-02 02:30,0.611,0.6294142187544146,28.761706845896725,-28.13229262714231,0.0,29.7,1.0,0.0,0.0
61,2023-05-02 02:40,0.594,0.6320193266902333,36.675216435493844,-36.04319710880361,0.0,29.79,0.0,0.0,0.0
62,2023-05-02 02:50,0.469,0.6347292096988343,36.69766246226842,-36.062933252569586,0.0,29.74,0.0,0.0,0.0
63,2023-05-02 03:00,0.646,0.6376194463396102,28.810021367376187,-28.172401921036577,0.0,29.58,1.0,0.0,0.0
64,2023-05-02 03:10,0.779,0.640725701678677,29.057880008842567,-28.41715430716389,0.0,29.23,1.0,0.0,0.0
65,2023-05-02 03:20,0.583,0.6439980153389984,28.446430764519285,-27.802432749180287,0.0,29.34,0.0,0.0,0.0
66,2023-05-02 03:30,0.531,0.6473442489767276,20.136564194838137,-19.489219945861407,0.0,29.24,0.0,0.0,0.0
67,2023-05-02 03:40,0.772,0.6507144633648502,28.444841361696632,-27.794126898331783,0.0,29.31,0.0,0.0,0.0
68,2023-05-02 03:50,0.583,0.6540403629360115,12.276192437677217,-11.622152074741205,0.0,29.44,1.0,0.0,0.0
69,2023-05-02 04:00,0.667,0.6571559797181136,11.522523676040102,-10.865367696321988,0.0,29.64,0.0,0.0,0.0
70,2023-05-02 04:10,0.829,0.6599208465756794,19.862964288612595,-19.203043442036915,0.0,29.52,0.0,0.0,0.0
71,2023-05-02 04:20,0.735,0.6622273766946576,28.942395644851352,-28.280168268156693,0.0,29.29,1.0,0.0,0.0
72,2023-05-02 04:30,0.709,0.6639289738601177,3.7464693738245884,-3.0825403999644707,0.0,29.21,0.0,0.0,0.0
73,2023-05-02 04:40,0.659,0.6650174408021781,-2.9803251571909826,3.6453425979931606,0.0,29.08,2.0,0.0,0.0
74,2023-05-02 04:50,0.745,0.6655482380057527,-4.263262503877996,4.9288107418837495,0.0,29.23,0.0,0.0,0.0
75,2023-05-02 05:00,0.634,0.6654802451359254,3.5372188645247036,-2.871738619388778,0.0,29.42,0.0,0.0,0.0
76,2023-05-02 05:10,0.587,0.6647785085486998,4.196153096140705,-3.5313745875920053,0.0,28.65,0.0,0.0,0.0
77,2023-05-02 05:20,0.646,0.6624836340220535,5.54881008981711,-4.886326455795056,0.0,28.8,3.0,0.0,0.0
78,2023-05-02 05:30,0.654,0.6579976562504093,12.699060240870388,-12.04106258461998,0.0,28.81,1.0,0.0,0.0
79,2023-05-02 05:40,0.649,0.6526291095949693,3.9065750594732123,-3.253945949878243,0.0,28.96,0.0,0.0,0.0
80,2023-05-02 05:50,0.792,0.6472647338135715,20.791178948660963,-20.143914214847392,0.0,28.27,0.0,0.0,0.0
81,2023-05-02 06:00,0.735,0.6426575046801847,12.793262091770941,-12.150604587090756,0.0,28.0,0.0,0.0,0.0
82,2023-05-02 06:10,0.261,0.6395016340291072,4.816276866844866,-4.176775232815759,0.0,27.88,0.0,0.0,0.0
83,2023-05-02 06:20,0.532,0.6380471419718265,4.802083331820583,-4.164036189848757,0.0,27.89,0.0,0.0,0.0
84,2023-05-02 06:30,0.215,0.6384429995122354,21.491633769238106,-20.85319076972587,0.0,28.0,1.0,0.0,0.0
85,2023-05-02 06:40,0.546,0.6386059690782095,21.242242055211143,-20.603636086132934,0.0,27.67,0.0,0.0,0.0
86,2023-05-02 06:50,0.654,0.637132919788546,21.64941631271067,-21.012283392922125,0.0,27.78,1.0,0.0,0.0
87,2023-05-02 07:00,0.825,0.6343983661251036,13.568758153600001,-12.934359787474897,0.0,27.65,1.0,0.0,0.0
88,2023-05-02 07:10,0.705,0.6302549220330713,13.169853247015254,-12.539598324982183,0.0,27.5,0.0,0.0,0.0
89,2023-05-02 07:20,0.457,0.625656535420149,-2.1014331386587557,2.7270896740789046,0.0,27.31,1.0,0.0,0.0
90,2023-05-02 07:30,0.825,0.6215056253212017,-1.7965506464336087,2.4180562717548106,0.0,26.94,1.0,0.0,0.0
91,2023-05-02 07:40,0.75,0.6176248489894813,5.707499030791716,-5.089874181802235,0.0,26.78,0.0,0.0,0.0
92,2023-05-02 07:50,0.916,0.6141749077877631,6.163647220314104,-5.5494723125263405,0.0,26.84,1.0,0.0,0.0
93,2023-05-02 08:00,0.552,0.6114813275523148,13.413551748335635,-12.80207042078332,0.0,27.18,0.0,0.0,0.0
94,2023-05-02 08:10,0.493,0.6094948949404754,22.62970704745878,-22.020212152518305,0.0,26.95,2.0,0.0,0.0
95,2023-05-02 08:20,0.696,0.6081163277904637,21.805079444496904,-21.196963116706442,0.0,26.91,0.0,0.0,0.0
96,2023-05-02 08:30,0.43,0.6071901487698432,29.992275399796064,-29.385085251026222,0.0,27.07,0.0,0.0,0.0
97,2023-05-02 08:40,0.539,0.6061093143938768,38.6002062453551,-37.99409693096123,0.0,26.85,0.0,0.0,0.0
98,2023-05-02 08:50,0.543,0.6057540492951866,30.320211705895893,-29.714457656600707,0.0,26.63,0.0,0.0,0.0
99,2023-05-02 09:00,0.677,0.6078487655409629,39.0738436695483,-38.46599490400734,0.0,26.19,0.0,0.0,0.0
100,2023-05-02 09:10,0.984,0.6124168765741558,30.90114745058866,-30.288730574014505,0.0,25.85,0.0,0.0,0.0
101,2023-05-02 09:20,0.534,0.6194788694200026,47.987418980513446,-47.367940111093446,0.0,25.67,0.0,0.0,0.0
102,2023-05-02 09:30,0.667,0.628831459487173,47.688823418171715,-47.05999195868454,0.0,26.1,0.0,0.0,0.0
103,2023-05-02 09:40,0.592,0.6395708473996757,39.615380111237904,-38.97580926383823,0.0,25.96,1.0,0.0,0.0
104,2023-05-02 09:50,0.734,0.6504407154122269,22.54200630170987,-21.89156558629764,0.0,25.94,0.0,0.0,0.0
105,2023-05-02 10:00,0.433,0.6595475526727629,22.978122992450714,-22.318575439777952,0.0,25.93,1.0,0.0,0.0
106,2023-05-02 10:10,0.706,0.667317340006327,22.211547051634973,-21.544229711628645,0.0,26.36,0.0,0.0,0.0
107,2023-05-02 10:20,0.738,0.6748614772038873,22.16307687975283,-21.488215402548942,0.0,26.42,0.0,0.0,0.0
108,2023-05-02 10:30,0.584,0.6822665169916045,14.648786545602576,-13.966520028610972,0.0,26.19,1.0,0.0,0.0
109,2023-05-02 10:40,0.519,0.6904367469499335,15.049489499705473,-14.35905275275554,0.0,26.16,2.0,0.0,0.0
110,2023-05-02 10:50,0.653,0.6992051460310085,22.532491233025432,-21.833286086994423,0.0,25.94,0.0,0.0,0.0
111,2023-05-02 11:00,0.729,0.7079324168408236,6.440402028871226,-5.732469612030402,0.0,25.85,0.0,0.0,0.0
112,2023-05-02 11:10,0.899,0.7169105646566859,14.299438959397158,-13.582528394740471,0.0,26.04,0.0,0.0,0.0
113,2023-05-02 11:20,0.848,0.7261869322248267,6.809941999007442,-6.083755066782616,0.0,25.98,1.0,0.0,0.0
114,2023-05-02 11:30,0.776,0.7356257293535757,-1.710050932768489,2.4456766621220645,0.0,26.16,0.0,0.0,0.0
115,2023-05-02 11:40,0.841,0.7452002519816047,-9.653063337286227,10.398263589267831,0.0,26.37,0.0,0.0,0.0
116,2023-05-02 11:50,0.709,0.7546965702506261,-8.953127260646006,9.707823830896633,0.0,26.74,2.0,0.0,0.0
117,2023-05-02 12:00,0.665,0.7636976310116061,-17.568186774732915,18.33188440574452,0.0,26.68,0.0,0.0,0.0
118,2023-05-02 12:10,0.751,0.7721025764817664,-1.9413549688984908,2.7134575453802574,13.3,36.19,1.0,0.0,0.0
119,2023-05-02 12:20,0.906,0.7799277958892603,1.9180489954000244,-1.138121199510764,0.0,36.17,1.0,0.0,0.0
120,2023-05-02 12:30,0.84,0.7870286344856708,5.5488796714357385,-4.761851036950068,0.0,36.22,2.0,0.0,0.0
121,2023-05-02 12:40,0.53,0.7933955488262919,-17.680097039742922,18.473492588569215,0.0,36.38,2.0,0.0,0.0
122,2023-05-02 12:50,0.837,0.7990531428487232,-30.78273825431159,31.581791397160313,0.0,35.8,1.0,0.0,0.0
123,2023-05-02 13:00,0.471,0.8039636658678596,-17.221945381273393,18.02590904714125,0.0,35.71,0.0,0.0,0.0
124,2023-05-02 13:10,0.877,0.8081620758311356,-15.657374382389769,16.465536458220903,1.6,36.75,0.0,0.0,0.0
125,2023-05-02 13:20,0.96,0.8116233582268836,-9.813555576975663,10.625178935202547,0.0,36.71,0.0,0.0,0.0
126,2023-05-02 13:30,0.774,0.8143101119546302,-7.98067179767898,8.79498190963361,0.0,36.48,3.0,0.0,0.0
127,2023-05-02 13:40,0.77,0.8163092635606243,7.020611133830087,-6.204301870269463,0.0,36.43,2.0,0.0,0.0
128,2023-05-02 13:50,0.605,0.8177541363873624,15.537576726339498,-14.719822589952136,0.0,36.7,0.0,0.0,0.0
129,2023-05-02 14:00,0.9,0.8188648985677278,14.269159771742238,-13.45029487317451,0.0,36.74,0.0,0.0,0.0
130,2023-05-02 14:10,0.774,0.8197904779044581,13.438637280611267,-12.618846802706809,0.0,36.43,0.0,0.0,0.0
131,2023-05-02 14:20,0.82,0.8205995875337622,4.694725038665261,-3.874125451131499,0.0,36.44,0.0,0.0,0.0
132,2023-05-02 14:30,0.796,0.8213978905757553,3.7962797422624917,-2.974881851686736,0.0,36.34,0.0,0.0,0.0
133,2023-05-02 14:40,0.894,0.8223548395741023,17.912429460015005,-17.0900746204409,0.0,36.09,1.0,0.0,0.0
134,2023-05-02 14:50,0.861,0.8236363165230622,33.300574967700435,-32.47693865117737,0.0,35.9,1.0,0.0,0.0
135,2023-05-02 15:00,0.923,0.8253198600210893,25.211234577628233,-24.385914717607143,0.0,35.78,0.0,0.0,0.0
136,2023-05-02 15:10,0.698,0.827420048525476,24.26937596963974,-23.441955921114264,0.0,35.43,1.0,0.0,0.0
137,2023-05-02 15:20,0.977,0.829827779120784,16.199635208910813,-15.36980742979003,0.0,35.37,0.0,0.0,0.0
138,2023-05-02 15:30,0.791,0.8325500620055668,15.318758992985366,-14.4862089309798,0.0,35.21,1.0,0.0,0.0
139,2023-05-02 15:40,0.752,0.8356834183458741,14.877168186485896,-14.041484768140021,0.0,35.44,0.0,0.0,0.0
140,2023-05-02 15:50,0.771,0.8392459541599517,22.26427506075452,-21.425029106594568,0.0,35.15,1.0,0.0,0.0
141,2023-05-02 16:00,0.862,0.8433334603725235,30.3964578533327,-29.553124392960175,0.0,34.85,0.0,0.0,0.0
142,2023-05-02 16:10,0.946,0.8479152726145052,30.03259647614071,-29.184681203526207,0.0,34.43,1.0,0.0,0.0
143,2023-05-02 16:20,0.717,0.8528358509548355,38.34056644711293,-37.487730596158094,0.0,34.07,0.0,0.0,0.0
144,2023-05-02 16:30,0.956,0.8579775643316181,21.396210189458053,-20.538232625126433,0.0,34.28,0.0,0.0,0.0
145,2023-05-02 16:40,0.869,0.8631384230206081,29.15953069370982,-28.29639227068921,0.0,34.21,0.0,0.0,0.0
146,2023-05-02 16:50,0.864,0.868240444529182,20.92405257393851,-20.05581212940933,0.0,33.91,0.0,0.0,0.0
147,2023-05-02 17:00,2.23,0.8732868243192066,21.216848098428542,-20.343561274109337,0.0,33.77,0.0,4.05,9.51
148,2023-05-02 17:10,0.851,0.8782132113552025,28.61370800986588,-27.73549479851068,0.0,33.58,0.0,0.0,0.0
149,2023-05-02 17:20,0.887,0.8829453439942828,28.379170369407966,-27.496225025413683,0.0,33.44,2.0,0.0,0.0
150,2023-05-02 17:30,1.104,0.8873898470122021,19.93987884659476,-19.052488999582557,0.0,33.52,0.0,0.0,0.0
151,2023-05-02 17:40,0.918,0.8915042607420908,4.130004451497577,-3.238500190755486,0.0,33.36,1.0,0.0,0.0
152,2023-05-02 17:50,0.97,0.8953249013458496,3.5904932622979473,-2.6951683609520978,0.0,33.48,0.0,0.0,0.0
153,2023-05-02 18:00,0.818,0.8989704064461941,3.2172548540527544,-2.31828444760656,0.0,33.61,0.0,0.0,0.0
154,2023-05-02 18:10,0.886,0.9024379167449628,3.2514614010849456,-2.349023484339983,0.0,33.59,1.0,0.0,0.0
155,2023-05-02 18:20,0.915,0.90565701788603,3.0851117739925584,-2.1794547561065283,0.0,33.55,1.0,0.0,0.0
156,2023-05-02 18:30,0.885,0.9086163666905969,10.797251136636405,-9.888634769945808,0.0,33.73,2.0,0.0,0.0
157,2023-05-02 18:40,0.746,0.9114108509991262,-5.283609837397435,6.1950206883965615,0.0,33.48,0.0,0.0,0.0
158,2023-05-02 18:50,0.94,0.9141685508884638,-13.220239776202746,14.13440832709121,0.0,33.63,0.0,0.0,0.0
159,2023-05-02 19:00,1.151,0.9169255590070351,-20.800436823007445,21.71736238201448,0.0,33.55,0.0,0.0,0.0
160,2023-05-02 19:10,0.769,0.9196778048688447,-20.548922916964848,21.468600721833692,0.0,33.11,0.0,0.0,0.0
161,2023-05-02 19:20,0.916,0.9223158333046737,-12.825194247819944,13.747510081124618,0.0,33.13,1.0,0.0,0.0
162,2023-05-02 19:30,0.942,0.9246635053055846,-5.086631407452707,6.0112949127582915,0.0,33.2,2.0,0.0,0.0
163,2023-05-02 19:40,0.74,0.9265992981681016,10.367356685922374,-9.440757387754273,0.0,33.14,2.0,0.0,0.0
164,2023-05-02 19:50,0.804,0.9279869259824924,9.865742961136085,-8.937756035153592,0.0,33.21,1.0,0.0,0.0
165,2023-05-02 20:00,1.061,0.9281107844713455,1.509675743622303,-0.5815649591509574,0.0,33.12,0.0,0.0,0.0
166,2023-05-02 20:10,0.62,0.926513464364172,1.4503689677390028,-0.5238555033748308,0.0,33.05,0.0,0.0,0.0
167,2023-05-02 20:20,1.097,0.9232596550184897,-6.124759866093619,7.048019521112109,0.0,32.74,0.0,0.0,0.0
168,2023-05-02 20:30,0.937,0.9183424111458073,1.4643609118572556,-0.5460185007114483,0.0,32.78,0.0,0.0,0.0
169,2023-05-02 20:40,0.845,0.9122596302108447,16.893843403065198,-15.981583772854353,0.0,33.2,0.0,0.0,0.0
170,2023-05-02 20:50,1.012,0.9055869072517262,33.85858321668611,-32.95299630943438,0.0,32.96,1.0,0.0,0.0
171,2023-05-02 21:00,0.959,0.8985981426142173,41.96865027822096,-41.070052135606744,0.0,32.66,0.0,0.0,0.0
172,2023-05-02 21:10,0.831,0.8917464903281209,42.223557284671905,-41.33181079434378,0.0,32.79,1.0,0.0,0.0
173,2023-05-02 21:20,1.071,0.8863804925824819,41.64497089368738,-40.7585904011049,0.0,32.89,0.0,0.0,0.0
174,2023-05-02 21:30,0.861,0.8834640591086458,33.247232066904296,-32.36376800779565,0.0,32.77,0.0,0.0,0.0
175,2023-05-02 21:40,1.171,0.8832575762766641,8.832241062772312,-7.9489834864956475,0.0,32.66,0.0,0.0,0.0
176,2023-05-02 21:50,0.825,0.8861303055680605,8.671184264709716,-7.785053959141655,0.0,32.77,0.0,0.0,0.0
177,2023-05-02 22:00,0.734,0.8916649302112217,8.572569004334575,-7.680904074123354,0.0,32.81,0.0,0.0,0.0
178,2023-05-02 22:10,0.839,0.8992727581956929,8.594886838009295,-7.695614079813602,0.0,32.71,0.0,0.0,0.0
179,2023-05-02 22:20,0.752,0.9087939683245092,9.327307837887105,-8.418513869562595,0.0,32.45,1.0,0.0,0.0
180,2023-05-02 22:30,1.064,0.9197786620973185,10.370802521079597,-9.451023858982278,0.0,32.19,3.0,0.0,0.0
181,2023-05-02 22:40,1.217,0.9310778705375735,-6.585852504738462,7.5169303752760355,0.0,32.02,0.0,0.0,0.0
182,2023-05-02 22:50,1.143,0.9417759339924896,-5.802814217275319,6.744590151267809,0.0,31.77,1.0,0.0,0.0
183,2023-05-02 23:00,0.916,0.9512198759961724,-6.570946350515513,7.522166226511685,0.0,31.89,0.0,0.0,0.0
184,2023-05-02 23:10,0.717,0.958519516531011,-20.972578025236785,21.931097541767798,0.0,31.87,1.0,0.0,0.0
185,2023-05-02 23:20,0.94,0.9632122925817354,-29.028038487735436,29.991250780317174,0.0,31.88,0.0,0.0,0.0
186,2023-05-02 23:30,1.063,0.9654907051204314,-20.163897497413856,21.129388202534287,0.0,31.54,2.0,0.0,0.0
187,2023-05-02 23:40,1.123,0.9654537193637123,-6.213641243051612,7.1790949624153235,0.0,31.29,0.0,0.0,0.0
188,2023-05-02 23:50,1.001,0.9632538943185197,-6.1986078309895305,7.16186172530805,0.0,31.23,0.0,0.0,0.0
189,2023-05-03 00:00,0.769,0.9592996876016576,2.6487354173270816,-1.689435729725424,0.0,31.17,2.0,0.0,0.0
190,2023-05-03 00:10,0.993,0.9537850180922961,-5.417759734055451,6.371544752147748,0.0,30.97,1.0,0.0,0.0
191,2023-05-03 00:20,0.796,0.947192930246787,-6.072759779018924,7.019952709265711,0.0,30.97,0.0,0.0,0.0
192,2023-05-03 00:30,0.852,0.9405226299051701,-13.269264670013364,14.209787299918533,0.0,31.26,1.0,0.0,0.0
193,2023-05-03 00:40,0.715,0.934998534560752,1.1830246019936368,-0.2480260674328848,0.0,31.43,0.0,0.0,0.0
194,2023-05-03 00:50,0.937,0.9308643381482715,-6.641410707949163,7.572275046097435,0.0,31.52,0.0,0.0,0.0
195,2023-05-03 01:00,0.989,0.9280066521049863,-21.157844365340658,22.085851017445645,0.0,31.7,1.0,0.0,0.0
196,2023-05-03 01:10,1.159,0.9265723580967636,-13.458764897099286,14.385337255196049,0.0,31.37,1.0,0.0,0.0
197,2023-05-03 01:20,1.002,0.9267411857341534,-5.985863305533854,6.912604491268008,0.0,31.45,1.0,0.0,0.0
198,2023-05-03 01:30,0.727,0.9290780438491779,-6.6060008771063465,7.535078920955525,0.0,31.37,0.0,0.0,0.0
199,2023-05-03 01:40,0.84,0.9337924378755773,-6.048460591617925,6.982253029493502,0.0,31.48,1.0,0.0,0.0
200,2023-05-03 01:50,0.926,0.9404863707712896,-13.195417267958653,14.135903638729943,0.0,31.7,2.0,0.0,0.0
201,2023-05-03 02:00,0.774,0.9482898794931074,-21.32829502677786,22.276584906270966,0.0,31.76,1.0,0.0,0.0
202,2023-05-03 02:10,0.91,0.9569364789286532,-14.65016955507891,15.607106034007565,0.0,31.79,0.0,0.0,0.0
203,2023-05-03 02:20,1.081,0.9665635420681564,-6.920431733428593,7.88699527549675,0.0,31.62,0.0,0.0,0.0
204,2023-05-03 02:30,1.082,0.9770420842947727,1.200819449357887,-0.2237773650631143,0.0,31.94,1.0,0.0,0.0
205,2023-05-03 02:40,0.814,0.9884066693043745,1.0984668821391068,-0.11006021283473233,0.0,32.05,1.0,0.0,0.0
206,2023-05-03 02:50,0.95,1.0001825103191033,0.9071488744075396,0.09303363591156377,0.0,32.27,1.0,0.0,0.0
207,2023-05-03 03:00,1.274,1.0116633318770827,15.872292291863943,-14.86062895998686,0.0,32.54,0.0,0.0,0.0
208,2023-05-03 03:10,1.069,1.022450184198181,24.362836605738643,-23.34038642154046,0.0,32.09,0.0,0.0,0.0
209,2023-05-03 03:20,1.041,1.0320696638774791,8.230558597142547,-7.198488933265068,0.0,32.05,0.0,0.0,0.0
210,2023-05-03 03:30,1.049,1.040237497405434,8.597245136201046,-7.557007638795612,0.0,31.59,0.0,0.0,0.0
211,2023-05-03 03:40,1.197,1.0470189941437784,17.373245355681632,-16.326226361537856,0.0,31.38,1.0,0.0,0.0
212,2023-05-03 03:50,0.883,1.0522845523989806,16.863795876626803,-15.811511324227823,0.0,31.22,0.0,0.0,0.0
213,2023-05-03 04:00,0.977,1.0539402152359805,25.404193134792806,-24.350252919556826,0.0,30.65,0.0,0.0,0.0
214,2023-05-03 04:10,1.087,1.05080553914081,26.622520896582508,-25.571715357441697,0.0,30.41,2.0,0.0,0.0
215,2023-05-03 04:20,1.079,1.0490248660728638,25.61164740550509,-24.562622539432226,0.0,30.35,0.0,0.0,0.0
216,2023-05-03 04:30,1.273,1.0414716230868575,25.94695836183263,-24.905486738745772,0.0,29.89,0.0,0.0,0.0
217,2023-05-03 04:40,1.129,1.03360492518782,18.705923040072967,-17.672318114885147,0.0,29.51,1.0,0.0,0.0
218,2023-05-03 04:50,0.843,1.026050560036009,26.339504003760176,-25.313453443724168,0.0,29.34,0.0,0.0,0.0
219,2023-05-03 05:00,0.99,1.018446172104843,26.35453924429755,-25.336093072192707,0.0,29.31,0.0,0.0,0.0
